n70,g45,g64
n65,g29,g77
n6,g21,g92
n35,g20,g45
n4,g21,g32
n32,g86,g30
n72,g67,g11
n26,g18,g43
n21,g83,g16
n60,g46,g8
n20,g64,g19
n73,g1,g59
n51,g8,g15
n69,g19,g97
n71,g22,g18
n28,g19,g96
n14,g58,g90
n45,g69,g77
n39,g41,g24
n5,g27,g20
n23,g85,g54
n24,g58,g62
n54,g76,g12
n16,g94,g52
n17,g34,g76
n18,g22,g75
n63,g8,g85
n9,g96,g40
n25,g10,g74
n30,g65,g73
n31,g84,g29
n10,g16,g94
n43,g99,g1
n68,g12,g48
n34,g9,g40
n8,g78,g99
n53,g90,g78
n55,g96,g5
n38,g1,g72
n33,g83,g34
n62,g13,g63
n11,g93,g59
n27,g94,g86
n50,g79,g4
n44,g41,g52
n12,g10,g23
n67,g23,g38
n0,g31,g71
n22,g8,g5
n58,g28,g99
n36,g32,g19
n42,g85,g22
n61,g90,g53
n3,g59,g80
n29,g90,g56
n47,g48,g11
n49,g93,g82
n52,g75,g28
n59,g12,g40
n57,g30,g39
n66,g21,g63
n37,g39,g67
n13,g50,g23
n40,g88,g54
n19,g5,g50
n46,g64,g73
n7,g35,g19
n15,g17,g93
n48,g36,g73
n41,g25,g36
n64,g11,g68
n56,g84,g44
n2,g65,g96
n1,g87,g3
