n70,g92,g32
n65,g95,g21
n6,g70,g11
n35,g2,g24
n4,g24,g77
n32,g42,g6
n72,g43,g14
n26,g75,g18
n21,g35,g52
n60,g90,g64
n20,g27,g48
n73,g77,g4
n51,g3,g13
n69,g56,g57
n71,g32,g91
n28,g12,g95
n14,g67,g0
n45,g74,g58
n39,g0,g48
n5,g24,g93
n23,g94,g1
n24,g82,g79
n54,g18,g90
n16,g28,g99
n17,g81,g31
n18,g59,g76
n63,g85,g33
n9,g94,g19
n25,g73,g1
n30,g10,g55
n31,g61,g21
n10,g53,g2
n43,g32,g21
n68,g8,g63
n34,g62,g66
n8,g79,g6
n53,g26,g20
n55,g23,g81
n38,g17,g73
n33,g76,g2
n62,g4,g16
n11,g39,g38
n27,g99,g65
n50,g97,g18
n44,g63,g21
n12,g70,g50
n67,g81,g87
n0,g89,g1
n22,g75,g15
n58,g83,g34
n36,g13,g72
n42,g79,g56
n61,g56,g12
n3,g67,g87
n29,g59,g65
n47,g56,g50
n49,g26,g85
n52,g31,g6
n59,g59,g34
n57,g69,g17
n66,g22,g37
n37,g85,g41
n13,g0,g55
n40,g36,g27
n19,g4,g40
n46,g4,g93
n7,g78,g2
n15,g35,g36
n48,g50,g74
n41,g31,g66
n64,g61,g94
n56,g93,g96
n2,g72,g15
n1,g45,g16
