n70,g32,g95
n65,g27,g81
n6,g72,g22
n35,g60,g84
n4,g65,g24
n32,g12,g41
n72,g20,g27
n26,g81,g22
n21,g34,g84
n60,g48,g15
n20,g37,g54
n73,g85,g69
n51,g7,g98
n69,g2,g72
n71,g29,g26
n28,g99,g85
n14,g40,g3
n45,g37,g80
n39,g9,g4
n5,g19,g84
n23,g42,g71
n24,g88,g63
n54,g92,g96
n16,g41,g83
n17,g6,g97
n18,g67,g88
n63,g60,g16
n9,g46,g39
n25,g45,g28
n30,g61,g63
n31,g23,g88
n10,g54,g47
n43,g91,g21
n68,g97,g31
n34,g19,g37
n8,g0,g54
n53,g73,g9
n55,g24,g35
n38,g64,g29
n33,g70,g31
n62,g42,g76
n11,g3,g82
n27,g13,g17
n50,g54,g11
n44,g21,g66
n12,g84,g17
n67,g74,g89
n0,g87,g60
n22,g37,g17
n58,g21,g83
n36,g99,g0
n42,g93,g37
n61,g12,g96
n3,g87,g56
n29,g29,g48
n47,g43,g84
n49,g14,g25
n52,g35,g10
n59,g52,g85
n57,g52,g39
n66,g20,g34
n37,g25,g82
n13,g55,g92
n40,g8,g75
n19,g57,g6
n46,g19,g22
n7,g21,g43
n15,g7,g12
n48,g19,g47
n41,g26,g17
n64,g34,g57
n56,g51,g83
n2,g68,g45
n1,g83,g68
