n0,g18,g82
n1,g56,g63
n2,g64,g18
n3,g59,g2
n4,g30,g63
n5,g97,g20
n6,g73,g23
n7,g76,g7
n8,g26,g44
n9,g80,g92
n10,g8,g50
n11,g12,g66
n12,g60,g37
n13,g22,g92
n14,g72,g32
n15,g9,g23
n16,g10,g24
n17,g12,g57
n18,g26,g74
n19,g20,g56
n20,g51,g74
n21,g92,g55
n22,g6,g60
n23,g94,g55
n24,g84,g23
n25,g81,g43
n26,g79,g37
n27,g47,g86
n28,g48,g28
n29,g55,g49
n30,g48,g76
n31,g53,g45
n32,g17,g5
n33,g15,g99
n34,g25,g87
n35,g64,g78
n36,g98,g37
n37,g65,g27
n38,g0,g74
n39,g21,g51
n40,g84,g26
n41,g19,g41
n42,g50,g38
n43,g27,g10
n44,g97,g47
n45,g73,g66
n46,g32,g70
n47,g26,g40
n48,g74,g53
n49,g86,g41
n50,g35,g61
n51,g32,g6
n52,g59,g30
n53,g65,g51
n54,g79,g32
n55,g2,g26
n56,g95,g18
n57,g40,g60
n58,g3,g39
n59,g58,g50
n60,g49,g99
n61,g76,g78
n62,g64,g81
n63,g66,g38
n64,g2,g43
n65,g42,g59
n66,g65,g4
n67,g19,g72
n68,g1,g20
n69,g66,g1
n70,g4,g73
n71,g62,g49
n72,g80,g11
n73,g65,g67
n74,g22,g6
n75,g75,g50
n76,g47,g85
n77,g79,g80
n78,g70,g78
n79,g6,g15
n80,g85,g32
n81,g25,g51
n82,g24,g47
n83,g93,g38
n84,g7,g2
n85,g20,g99
n86,g67,g93
n87,g68,g79
n88,g81,g35
n89,g66,g29
n90,g87,g57
n91,g87,g10
n92,g8,g65
n93,g44,g70
n94,g93,g88
n95,g78,g72
n96,g81,g83
n97,g1,g18
n98,g28,g18
n99,g9,g56
n100,g93,g70
n101,g7,g54
n102,g93,g4
n103,g42,g63
n104,g29,g69
n105,g86,g22
n106,g1,g27
n107,g57,g97
n108,g34,g92
n109,g43,g34
