n70,g88,g89
n65,g57,g29
n6,g96,g10
n35,g64,g12
n4,g58,g86
n32,g26,g5
n72,g1,g11
n26,g67,g47
n21,g0,g74
n60,g96,g26
n20,g70,g93
n73,g32,g24
n51,g14,g20
n69,g6,g0
n71,g45,g54
n28,g6,g54
n14,g3,g39
n45,g52,g99
n39,g56,g82
n5,g66,g17
n23,g73,g27
n24,g68,g46
n54,g32,g4
n16,g85,g86
n17,g46,g47
n18,g65,g62
n63,g7,g64
n9,g40,g19
n25,g42,g50
n30,g75,g59
n31,g59,g37
n10,g62,g67
n43,g78,g22
n68,g42,g71
n34,g3,g22
n8,g68,g50
n53,g72,g38
n55,g44,g33
n38,g11,g2
n33,g22,g62
n62,g38,g46
n11,g17,g13
n27,g35,g1
n50,g81,g90
n44,g62,g16
n12,g58,g79
n67,g10,g92
n0,g94,g20
n22,g53,g11
n58,g97,g85
n36,g73,g48
n42,g64,g18
n61,g45,g98
n3,g4,g22
n29,g69,g19
n47,g53,g61
n49,g60,g62
n52,g86,g3
n59,g95,g74
n57,g85,g20
n66,g86,g55
n37,g11,g33
n13,g57,g22
n40,g40,g54
n19,g35,g24
n46,g18,g21
n7,g53,g52
n15,g3,g52
n48,g4,g46
n41,g33,g91
n64,g89,g13
n56,g17,g55
n2,g53,g24
n1,g95,g26
