n70,g10,g15
n65,g27,g80
n6,g37,g74
n35,g2,g35
n4,g55,g6
n32,g23,g37
n72,g87,g83
n26,g20,g10
n21,g23,g57
n60,g12,g57
n20,g43,g9
n73,g77,g17
n51,g47,g31
n69,g12,g1
n71,g94,g18
n28,g77,g86
n14,g39,g21
n45,g38,g80
n39,g72,g57
n5,g98,g31
n23,g74,g59
n24,g62,g76
n54,g34,g63
n16,g46,g59
n17,g60,g68
n18,g20,g11
n63,g37,g45
n9,g24,g97
n25,g62,g41
n30,g92,g22
n31,g99,g74
n10,g4,g16
n43,g54,g91
n68,g31,g76
n34,g74,g93
n8,g82,g41
n53,g95,g68
n55,g94,g11
n38,g6,g50
n33,g55,g22
n62,g94,g59
n11,g8,g9
n27,g43,g45
n50,g28,g31
n44,g92,g9
n12,g43,g29
n67,g28,g64
n0,g93,g90
n22,g62,g52
n58,g43,g60
n36,g66,g16
n42,g34,g98
n61,g28,g93
n3,g71,g61
n29,g55,g58
n47,g52,g2
n49,g81,g43
n52,g92,g91
n59,g38,g64
n57,g62,g85
n66,g44,g34
n37,g19,g7
n13,g69,g38
n40,g45,g92
n19,g80,g75
n46,g64,g12
n7,g82,g27
n15,g95,g73
n48,g2,g31
n41,g64,g9
n64,g33,g74
n56,g84,g14
n2,g98,g9
n1,g72,g90
