n70,g89,g20
n65,g28,g44
n6,g48,g12
n35,g73,g14
n4,g2,g95
n32,g37,g29
n72,g29,g10
n26,g52,g65
n21,g58,g11
n60,g97,g44
n20,g84,g30
n73,g9,g22
n51,g47,g24
n69,g77,g62
n71,g30,g61
n28,g33,g96
n14,g14,g77
n45,g38,g67
n39,g58,g61
n5,g55,g84
n23,g72,g37
n24,g72,g15
n54,g41,g8
n16,g28,g22
n17,g35,g73
n18,g41,g88
n63,g68,g12
n9,g30,g14
n25,g6,g0
n30,g50,g52
n31,g94,g60
n10,g19,g6
n43,g12,g17
n68,g81,g61
n34,g36,g17
n8,g85,g55
n53,g20,g67
n55,g5,g12
n38,g39,g63
n33,g53,g84
n62,g75,g35
n11,g86,g67
n27,g83,g52
n50,g79,g24
n44,g45,g36
n12,g25,g27
n67,g43,g65
n0,g74,g38
n22,g58,g43
n58,g19,g53
n36,g70,g5
n42,g75,g38
n61,g72,g32
n3,g93,g46
n29,g85,g58
n47,g51,g36
n49,g63,g96
n52,g61,g29
n59,g68,g99
n57,g28,g11
n66,g0,g44
n37,g78,g94
n13,g5,g55
n40,g51,g3
n19,g2,g13
n46,g0,g50
n7,g69,g90
n15,g42,g9
n48,g74,g37
n41,g74,g75
n64,g47,g3
n56,g98,g36
n2,g64,g98
n1,g6,g87
