n70,g57,g85
n65,g76,g79
n6,g81,g31
n35,g47,g68
n4,g7,g43
n32,g7,g45
n72,g25,g13
n26,g70,g71
n21,g72,g80
n60,g19,g97
n20,g73,g77
n73,g49,g78
n51,g35,g42
n69,g41,g0
n71,g67,g39
n28,g7,g57
n14,g88,g17
n45,g88,g34
n39,g25,g64
n5,g99,g30
n23,g67,g56
n24,g17,g71
n54,g10,g42
n16,g32,g35
n17,g85,g58
n18,g64,g65
n63,g23,g20
n9,g18,g40
n25,g41,g59
n30,g89,g44
n31,g8,g65
n10,g34,g5
n43,g3,g31
n68,g77,g27
n34,g11,g37
n8,g2,g19
n53,g21,g74
n55,g21,g76
n38,g5,g62
n33,g84,g17
n62,g53,g93
n11,g39,g86
n27,g84,g9
n50,g8,g33
n44,g43,g5
n12,g26,g45
n67,g43,g18
n0,g94,g95
n22,g74,g22
n58,g4,g75
n36,g56,g64
n42,g93,g62
n61,g70,g6
n3,g68,g71
n29,g97,g49
n47,g83,g55
n49,g94,g36
n52,g19,g64
n59,g2,g68
n57,g15,g20
n66,g21,g5
n37,g47,g34
n13,g55,g39
n40,g4,g95
n19,g39,g51
n46,g28,g12
n7,g5,g9
n15,g22,g28
n48,g98,g44
n41,g53,g19
n64,g87,g2
n56,g20,g40
n2,g13,g42
n1,g11,g89
