n70,g53,g34
n65,g96,g16
n6,g52,g78
n35,g4,g86
n4,g42,g87
n32,g3,g93
n72,g16,g50
n26,g17,g84
n21,g77,g50
n60,g81,g47
n20,g96,g83
n73,g71,g20
n51,g77,g6
n69,g78,g74
n71,g46,g78
n28,g96,g43
n14,g60,g70
n45,g93,g96
n39,g63,g73
n5,g89,g71
n23,g63,g30
n24,g1,g85
n54,g67,g54
n16,g66,g14
n17,g22,g46
n18,g43,g4
n63,g7,g47
n9,g22,g91
n25,g98,g62
n30,g52,g80
n31,g82,g85
n10,g99,g52
n43,g47,g42
n68,g36,g44
n34,g44,g91
n8,g37,g88
n53,g93,g95
n55,g44,g80
n38,g0,g54
n33,g28,g96
n62,g52,g82
n11,g48,g49
n27,g5,g4
n50,g54,g25
n44,g20,g69
n12,g24,g81
n67,g83,g85
n0,g89,g32
n22,g28,g22
n58,g98,g32
n36,g60,g62
n42,g68,g76
n61,g10,g0
n3,g6,g67
n29,g20,g61
n47,g62,g21
n49,g34,g76
n52,g38,g39
n59,g43,g33
n57,g48,g58
n66,g40,g95
n37,g43,g48
n13,g67,g80
n40,g28,g7
n19,g40,g67
n46,g37,g44
n7,g82,g35
n15,g97,g57
n48,g14,g69
n41,g98,g27
n64,g92,g98
n56,g61,g88
n2,g52,g83
n1,g25,g43
