n70,g99,g55
n65,g18,g1
n6,g73,g36
n35,g7,g1
n4,g3,g83
n32,g72,g62
n72,g63,g96
n26,g83,g81
n21,g67,g19
n60,g8,g37
n20,g69,g57
n73,g79,g39
n51,g84,g20
n69,g81,g39
n71,g84,g41
n28,g20,g98
n14,g18,g76
n45,g47,g49
n39,g16,g7
n5,g2,g38
n23,g69,g90
n24,g93,g31
n54,g33,g82
n16,g22,g25
n17,g10,g40
n18,g1,g96
n63,g3,g49
n9,g10,g14
n25,g75,g40
n30,g79,g45
n31,g47,g33
n10,g21,g24
n43,g48,g70
n68,g5,g45
n34,g65,g95
n8,g96,g92
n53,g28,g61
n55,g51,g98
n38,g77,g93
n33,g81,g52
n62,g81,g20
n11,g65,g28
n27,g53,g47
n50,g73,g43
n44,g74,g2
n12,g74,g76
n67,g60,g4
n0,g16,g82
n22,g80,g47
n58,g72,g46
n36,g71,g91
n42,g70,g20
n61,g75,g99
n3,g71,g44
n29,g80,g5
n47,g97,g35
n49,g55,g57
n52,g24,g31
n59,g3,g76
n57,g0,g46
n66,g46,g54
n37,g48,g31
n13,g88,g39
n40,g93,g78
n19,g63,g3
n46,g10,g20
n7,g3,g88
n15,g73,g12
n48,g23,g0
n41,g51,g15
n64,g79,g77
n56,g64,g83
n2,g33,g21
n1,g6,g75
