n70,g72,g66
n65,g20,g13
n6,g91,g99
n35,g34,g19
n4,g11,g90
n32,g64,g16
n72,g5,g44
n26,g55,g14
n21,g88,g18
n60,g45,g20
n20,g70,g48
n73,g41,g57
n51,g38,g37
n69,g23,g65
n71,g82,g59
n28,g6,g82
n14,g79,g32
n45,g78,g40
n39,g35,g34
n5,g30,g50
n23,g42,g86
n24,g0,g94
n54,g10,g14
n16,g29,g3
n17,g33,g61
n18,g92,g34
n63,g24,g82
n9,g77,g34
n25,g80,g54
n30,g66,g21
n31,g9,g99
n10,g25,g14
n43,g89,g52
n68,g31,g9
n34,g58,g64
n8,g96,g10
n53,g8,g37
n55,g79,g30
n38,g48,g8
n33,g25,g84
n62,g49,g88
n11,g92,g28
n27,g37,g74
n50,g62,g33
n44,g90,g26
n12,g49,g91
n67,g19,g81
n0,g22,g37
n22,g96,g35
n58,g24,g42
n36,g2,g27
n42,g16,g62
n61,g61,g98
n3,g3,g44
n29,g2,g11
n47,g86,g50
n49,g65,g16
n52,g68,g50
n59,g90,g83
n57,g99,g57
n66,g57,g18
n37,g62,g45
n13,g57,g93
n40,g81,g9
n19,g28,g91
n46,g99,g35
n7,g67,g75
n15,g0,g95
n48,g41,g19
n41,g43,g91
n64,g42,g43
n56,g49,g9
n2,g38,g32
n1,g78,g44
