n70,g49,g99
n65,g62,g65
n6,g1,g4
n35,g71,g57
n4,g98,g80
n32,g10,g11
n72,g10,g5
n83,g90,g26
n74,g76,g40
n84,g53,g93
n26,g52,g26
n21,g31,g67
n60,g50,g40
n20,g84,g62
n73,g36,g57
n51,g65,g59
n69,g16,g84
n71,g89,g98
n28,g38,g28
n77,g45,g2
n14,g28,g43
n45,g10,g26
n39,g32,g47
n5,g96,g57
n23,g64,g0
n24,g25,g16
n54,g31,g92
n16,g89,g92
n82,g62,g44
n17,g6,g48
n18,g30,g9
n63,g12,g57
n9,g74,g22
n25,g36,g95
n30,g45,g35
n31,g12,g70
n10,g19,g80
n43,g0,g80
n68,g70,g30
n34,g46,g96
n8,g15,g47
n79,g17,g52
n53,g94,g69
n55,g62,g92
n38,g64,g86
n33,g29,g80
n62,g87,g45
n11,g30,g34
n27,g74,g84
n50,g65,g52
n44,g25,g98
n12,g40,g57
n67,g37,g13
n75,g5,g60
n80,g8,g50
n0,g60,g29
n22,g12,g86
n81,g6,g77
n58,g51,g31
n36,g82,g14
n42,g23,g59
n61,g4,g86
n78,g75,g67
n3,g73,g97
n29,g64,g94
n47,g12,g87
n49,g65,g66
n52,g91,g34
n59,g39,g63
n57,g15,g70
n66,g75,g26
n37,g76,g34
n13,g9,g47
n40,g83,g66
n19,g28,g68
n46,g70,g68
n7,g36,g27
n15,g62,g20
n48,g70,g16
n41,g80,g48
n76,g78,g74
n64,g3,g43
n56,g38,g56
n2,g5,g45
n1,g19,g78
