n70,g22,g75
n65,g58,g40
n6,g17,g8
n35,g58,g96
n4,g14,g52
n32,g63,g48
n72,g72,g57
n83,g83,g27
n74,g47,g98
n84,g21,g24
n26,g67,g91
n21,g36,g29
n60,g95,g11
n20,g62,g33
n73,g94,g58
n51,g63,g38
n69,g47,g45
n71,g79,g69
n28,g59,g23
n77,g36,g54
n14,g5,g64
n45,g42,g50
n39,g19,g70
n5,g64,g8
n23,g92,g4
n24,g3,g76
n54,g36,g63
n16,g0,g96
n82,g25,g11
n17,g19,g85
n18,g15,g14
n63,g69,g61
n9,g16,g56
n25,g30,g21
n30,g74,g42
n31,g16,g76
n10,g67,g3
n43,g87,g28
n68,g17,g41
n34,g59,g29
n8,g93,g77
n79,g92,g26
n53,g87,g10
n55,g87,g24
n38,g14,g39
n33,g16,g8
n62,g39,g92
n11,g78,g58
n27,g72,g48
n50,g43,g32
n44,g70,g63
n12,g51,g44
n67,g51,g36
n75,g82,g0
n80,g76,g13
n0,g53,g50
n22,g18,g2
n81,g68,g84
n58,g3,g24
n36,g23,g35
n42,g89,g26
n61,g33,g69
n78,g63,g54
n3,g25,g31
n29,g4,g29
n47,g98,g59
n49,g8,g70
n52,g19,g97
n59,g78,g73
n57,g46,g64
n66,g50,g17
n37,g12,g27
n13,g55,g34
n40,g77,g13
n19,g50,g93
n46,g20,g80
n7,g8,g38
n15,g66,g90
n48,g91,g51
n41,g52,g87
n76,g90,g10
n64,g14,g3
n56,g38,g93
n2,g7,g33
n1,g5,g68
