n70,g95,g34
n65,g74,g76
n6,g6,g82
n35,g68,g63
n4,g89,g35
n32,g6,g74
n72,g45,g15
n83,g23,g4
n74,g64,g77
n84,g26,g73
n26,g99,g98
n21,g21,g3
n60,g0,g89
n20,g1,g66
n73,g84,g55
n51,g90,g42
n69,g66,g78
n71,g18,g4
n28,g87,g13
n77,g57,g52
n14,g5,g79
n45,g63,g28
n39,g17,g90
n5,g93,g37
n23,g71,g84
n24,g72,g15
n54,g70,g27
n16,g83,g93
n82,g8,g59
n17,g74,g95
n18,g96,g25
n63,g82,g58
n9,g35,g65
n25,g46,g43
n30,g87,g70
n31,g82,g8
n10,g74,g44
n43,g38,g87
n68,g16,g59
n34,g73,g78
n8,g12,g52
n79,g19,g79
n53,g94,g74
n55,g6,g81
n38,g2,g60
n33,g9,g35
n62,g35,g86
n11,g29,g95
n27,g69,g47
n50,g41,g58
n44,g52,g70
n12,g25,g3
n67,g62,g3
n75,g43,g67
n80,g79,g44
n0,g15,g49
n22,g70,g56
n81,g70,g76
n58,g66,g44
n36,g80,g76
n42,g67,g87
n61,g52,g0
n78,g49,g14
n3,g37,g21
n29,g53,g15
n47,g35,g79
n49,g59,g22
n52,g58,g10
n59,g40,g71
n57,g24,g6
n66,g32,g85
n37,g56,g11
n13,g55,g62
n40,g81,g4
n19,g67,g60
n46,g58,g55
n7,g10,g68
n15,g91,g86
n48,g69,g53
n41,g72,g79
n76,g8,g4
n64,g16,g1
n56,g61,g6
n2,g28,g82
n1,g19,g53
