n70,g10,g93
n65,g6,g81
n6,g61,g33
n35,g38,g81
n4,g11,g77
n32,g53,g34
n72,g64,g55
n83,g58,g13
n74,g30,g21
n84,g47,g9
n26,g8,g92
n21,g96,g15
n60,g84,g30
n20,g34,g11
n73,g54,g52
n51,g39,g96
n69,g53,g71
n71,g37,g41
n28,g47,g22
n77,g39,g63
n14,g45,g27
n45,g77,g7
n39,g64,g87
n5,g7,g52
n23,g43,g55
n24,g57,g86
n54,g41,g79
n16,g89,g47
n82,g93,g98
n17,g39,g40
n18,g57,g26
n63,g41,g85
n9,g39,g69
n25,g43,g63
n30,g14,g13
n31,g57,g48
n10,g26,g46
n43,g63,g40
n68,g94,g53
n34,g14,g43
n8,g1,g98
n79,g37,g1
n53,g0,g95
n55,g64,g33
n38,g80,g68
n33,g11,g96
n62,g52,g83
n11,g54,g59
n27,g16,g58
n50,g78,g15
n44,g64,g28
n12,g97,g74
n67,g17,g26
n75,g55,g17
n80,g18,g10
n0,g81,g40
n22,g58,g35
n81,g21,g34
n58,g24,g77
n36,g68,g12
n42,g60,g17
n61,g96,g66
n78,g88,g25
n3,g67,g9
n29,g70,g75
n47,g11,g47
n49,g24,g72
n52,g78,g5
n59,g52,g61
n57,g45,g99
n66,g86,g88
n37,g54,g45
n13,g9,g43
n40,g45,g78
n19,g66,g10
n46,g20,g75
n7,g6,g83
n15,g73,g37
n48,g99,g54
n41,g46,g81
n76,g17,g65
n64,g41,g59
n56,g54,g81
n2,g95,g65
n1,g75,g22
