n0,g83,g69
n1,g12,g32
n2,g77,g96
n3,g32,g57
n4,g68,g21
n5,g30,g18
n6,g48,g75
n7,g4,g80
n8,g95,g53
n9,g17,g8
n10,g88,g66
n11,g13,g88
n12,g95,g63
n13,g84,g12
n14,g39,g59
n15,g22,g4
n16,g92,g68
n17,g62,g26
n18,g64,g44
n19,g75,g54
n20,g92,g20
n21,g76,g64
n22,g91,g42
n23,g54,g34
n24,g53,g37
n25,g61,g8
n26,g29,g67
n27,g24,g73
n28,g59,g61
n29,g5,g34
n30,g51,g92
n31,g47,g45
n32,g12,g52
n33,g84,g78
n34,g41,g3
n35,g61,g73
n36,g36,g77
n37,g23,g6
n38,g88,g0
n39,g3,g81
n40,g86,g91
n41,g76,g92
n42,g15,g84
n43,g46,g52
n44,g86,g99
n45,g3,g39
n46,g24,g36
n47,g17,g49
n48,g52,g13
n49,g86,g15
