n0,g36,g92
n1,g46,g7
n2,g53,g45
n3,g1,g14
n4,g96,g4
n5,g51,g12
n6,g67,g78
n7,g65,g16
n8,g89,g59
n9,g72,g66
n10,g53,g61
n11,g77,g2
n12,g44,g72
n13,g19,g39
n14,g33,g13
n15,g40,g33
n16,g81,g68
n17,g41,g52
n18,g38,g78
n19,g55,g2
n20,g26,g19
n21,g74,g60
n22,g3,g57
n23,g93,g91
n24,g65,g8
n25,g48,g81
n26,g22,g61
n27,g38,g32
n28,g29,g0
n29,g16,g69
n30,g10,g96
n31,g37,g57
n32,g37,g42
n33,g56,g10
n34,g62,g29
n35,g1,g9
n36,g49,g2
n37,g6,g62
n38,g60,g62
n39,g12,g17
n40,g93,g94
n41,g39,g25
n42,g55,g59
n43,g53,g1
n44,g7,g35
n45,g76,g14
n46,g12,g79
n47,g83,g32
n48,g56,g26
n49,g89,g64
