n0,g71,g20
n1,g61,g71
n2,g73,g28
n3,g41,g0
n4,g50,g26
n5,g70,g22
n6,g21,g13
n7,g56,g44
n8,g80,g68
n9,g0,g39
n10,g4,g82
n11,g83,g67
n12,g69,g99
n13,g48,g49
n14,g18,g4
n15,g8,g82
n16,g29,g53
n17,g56,g58
n18,g92,g13
n19,g0,g96
n20,g39,g59
n21,g46,g72
n22,g33,g99
n23,g18,g56
n24,g95,g14
n25,g28,g45
n26,g6,g86
n27,g91,g60
n28,g1,g34
n29,g55,g27
n30,g36,g83
n31,g16,g73
n32,g21,g41
n33,g44,g6
n34,g28,g52
n35,g49,g86
n36,g27,g62
n37,g3,g63
n38,g35,g71
n39,g85,g43
n40,g85,g2
n41,g8,g99
n42,g43,g61
n43,g60,g10
n44,g78,g71
n45,g38,g44
n46,g50,g37
n47,g22,g78
n48,g70,g83
n49,g48,g42
