n0,g20,g15
n1,g37,g47
n2,g92,g69
n3,g45,g1
n4,g36,g30
n5,g14,g21
n6,g44,g91
n7,g75,g24
n8,g83,g78
n9,g25,g32
n10,g35,g77
n11,g12,g83
n12,g30,g72
n13,g35,g69
n14,g94,g18
n15,g33,g13
n16,g81,g1
n17,g31,g51
n18,g73,g56
n19,g23,g13
n20,g99,g11
n21,g97,g9
n22,g30,g74
n23,g13,g63
n24,g6,g71
n25,g71,g8
n26,g65,g99
n27,g40,g18
n28,g70,g66
n29,g74,g92
n30,g54,g31
n31,g48,g77
n32,g39,g75
n33,g60,g59
n34,g66,g20
n35,g87,g35
n36,g33,g17
n37,g38,g69
n38,g5,g20
n39,g18,g4
n40,g63,g28
n41,g39,g66
n42,g49,g80
n43,g69,g90
n44,g8,g47
n45,g91,g9
n46,g83,g67
n47,g33,g93
n48,g85,g61
n49,g92,g90
