n0,g96,g19
n1,g43,g64
n2,g51,g97
n3,g43,g91
n4,g37,g76
n5,g31,g67
n6,g82,g76
n7,g23,g77
n8,g20,g41
n9,g91,g57
n10,g61,g94
n11,g72,g99
n12,g54,g75
n13,g80,g42
n14,g31,g47
n15,g89,g33
n16,g60,g56
n17,g78,g46
n18,g36,g68
n19,g55,g88
n20,g50,g75
n21,g69,g38
n22,g0,g68
n23,g76,g51
n24,g30,g94
n25,g97,g9
n26,g0,g62
n27,g31,g84
n28,g65,g61
n29,g76,g8
n30,g52,g29
n31,g22,g99
n32,g13,g8
n33,g25,g53
n34,g98,g76
n35,g63,g93
n36,g37,g47
n37,g91,g59
n38,g30,g83
n39,g95,g27
n40,g80,g6
n41,g86,g45
n42,g18,g94
n43,g85,g2
n44,g59,g12
n45,g53,g77
n46,g27,g68
n47,g67,g16
n48,g1,g30
n49,g52,g47
