n0,g87,g37
n1,g58,g80
n2,g37,g82
n3,g13,g69
n4,g46,g65
n5,g86,g84
n6,g45,g68
n7,g31,g18
n8,g6,g38
n9,g95,g26
n10,g26,g49
n11,g92,g44
n12,g64,g19
n13,g66,g32
n14,g85,g61
n15,g22,g83
n16,g24,g52
n17,g54,g95
n18,g8,g26
n19,g27,g7
n20,g58,g59
n21,g97,g54
n22,g83,g1
n23,g24,g64
n24,g5,g91
n25,g97,g18
n26,g72,g79
n27,g84,g93
n28,g77,g7
n29,g67,g74
n30,g77,g85
n31,g18,g17
n32,g52,g15
n33,g88,g46
n34,g99,g35
n35,g8,g9
n36,g84,g90
n37,g3,g30
n38,g66,g77
n39,g42,g75
n40,g84,g27
n41,g1,g23
n42,g95,g58
n43,g16,g43
n44,g24,g3
n45,g58,g54
n46,g20,g39
n47,g96,g92
n48,g81,g35
n49,g52,g92
n50,g70,g0
n51,g11,g74
n52,g70,g38
n53,g79,g63
n54,g85,g44
n55,g48,g29
n56,g32,g91
n57,g92,g26
n58,g3,g78
n59,g72,g63
n60,g74,g90
n61,g77,g19
n62,g11,g4
n63,g73,g25
n64,g95,g98
n65,g44,g7
n66,g57,g76
n67,g99,g94
n68,g52,g76
n69,g38,g59
n70,g96,g17
n71,g10,g5
n72,g33,g68
n73,g91,g95
n74,g44,g67
n75,g94,g3
n76,g54,g52
n77,g60,g28
n78,g65,g93
n79,g34,g92
