n0,g32,g17
n1,g90,g95
n2,g95,g11
n3,g68,g22
n4,g37,g87
n5,g13,g32
n6,g26,g60
n7,g25,g10
n8,g91,g12
n9,g24,g73
n10,g70,g30
n11,g76,g97
n12,g68,g14
n13,g28,g89
n14,g7,g84
n15,g98,g50
n16,g41,g98
n17,g60,g55
n18,g83,g76
n19,g15,g63
n20,g7,g67
n21,g15,g74
n22,g12,g18
n23,g63,g93
n24,g2,g44
n25,g0,g6
n26,g52,g37
n27,g84,g0
n28,g30,g94
n29,g70,g90
n30,g52,g73
n31,g93,g55
n32,g15,g33
n33,g23,g30
n34,g11,g42
n35,g94,g37
n36,g59,g39
n37,g28,g30
n38,g81,g65
n39,g20,g90
n40,g60,g59
n41,g15,g29
n42,g16,g28
n43,g29,g26
n44,g16,g95
n45,g94,g83
n46,g40,g62
n47,g65,g22
n48,g79,g54
n49,g98,g84
n50,g83,g78
n51,g0,g62
n52,g61,g33
n53,g58,g80
n54,g86,g77
n55,g87,g97
n56,g69,g99
n57,g40,g20
n58,g83,g44
n59,g98,g78
n60,g98,g63
n61,g39,g20
n62,g96,g10
n63,g11,g91
n64,g59,g56
n65,g8,g69
n66,g88,g35
n67,g81,g39
n68,g85,g55
n69,g48,g18
