n70,g97,g66
n65,g43,g99
n6,g32,g33
n35,g51,g47
n4,g16,g30
n32,g89,g17
n72,g21,g0
n74,g2,g21
n26,g78,g42
n21,g63,g0
n60,g4,g81
n20,g64,g2
n73,g3,g14
n51,g88,g71
n69,g80,g13
n71,g22,g36
n28,g19,g40
n14,g84,g74
n45,g54,g80
n39,g37,g51
n5,g6,g47
n23,g3,g22
n24,g92,g59
n54,g15,g63
n16,g81,g67
n17,g94,g96
n18,g82,g10
n63,g9,g26
n9,g76,g69
n25,g3,g1
n30,g99,g32
n31,g45,g94
n10,g1,g4
n43,g79,g19
n68,g25,g9
n34,g99,g83
n8,g50,g12
n53,g40,g89
n55,g87,g75
n38,g35,g95
n33,g67,g48
n62,g74,g70
n11,g15,g80
n27,g24,g15
n50,g92,g42
n44,g29,g37
n12,g48,g56
n67,g74,g59
n0,g12,g48
n22,g37,g56
n58,g39,g5
n36,g55,g13
n42,g71,g33
n61,g13,g51
n3,g24,g20
n29,g40,g95
n47,g1,g71
n49,g66,g26
n52,g52,g97
n59,g36,g47
n57,g10,g6
n66,g92,g1
n37,g26,g44
n13,g54,g83
n40,g55,g86
n19,g4,g68
n46,g99,g76
n7,g86,g33
n15,g18,g3
n48,g27,g28
n41,g14,g75
n64,g78,g70
n56,g75,g26
n2,g53,g25
n1,g89,g48
