n70,g32,g94
n65,g78,g22
n6,g38,g52
n35,g25,g10
n4,g75,g83
n32,g64,g79
n72,g68,g46
n74,g74,g10
n26,g67,g73
n21,g81,g59
n60,g81,g44
n20,g63,g8
n73,g58,g13
n51,g31,g98
n69,g14,g41
n71,g77,g47
n28,g62,g33
n14,g23,g30
n45,g7,g6
n39,g42,g2
n5,g5,g28
n23,g31,g88
n24,g74,g15
n54,g58,g15
n16,g71,g28
n17,g42,g4
n18,g68,g28
n63,g85,g54
n9,g45,g92
n25,g80,g70
n30,g49,g25
n31,g14,g61
n10,g9,g72
n43,g44,g59
n68,g15,g72
n34,g36,g72
n8,g44,g9
n53,g5,g68
n55,g98,g19
n38,g60,g15
n33,g72,g4
n62,g91,g54
n11,g24,g4
n27,g33,g64
n50,g29,g49
n44,g22,g74
n12,g20,g65
n67,g61,g76
n0,g24,g5
n22,g50,g47
n58,g27,g23
n36,g98,g6
n42,g75,g51
n61,g30,g32
n3,g88,g42
n29,g9,g11
n47,g35,g16
n49,g96,g89
n52,g8,g6
n59,g68,g58
n57,g18,g62
n66,g26,g57
n37,g92,g22
n13,g38,g17
n40,g46,g22
n19,g39,g57
n46,g78,g72
n7,g76,g88
n15,g79,g5
n48,g43,g55
n41,g28,g0
n64,g12,g93
n56,g42,g73
n2,g25,g68
n1,g40,g9
