n70,g69,g87
n65,g53,g3
n6,g12,g6
n35,g51,g64
n4,g1,g48
n32,g15,g2
n72,g58,g11
n74,g30,g81
n26,g79,g18
n21,g10,g93
n60,g83,g8
n20,g89,g48
n73,g89,g30
n51,g20,g47
n69,g35,g9
n71,g38,g1
n28,g14,g17
n14,g24,g9
n45,g73,g37
n39,g7,g71
n5,g10,g75
n23,g63,g88
n24,g73,g44
n54,g40,g71
n16,g1,g39
n17,g13,g22
n18,g6,g51
n63,g60,g34
n9,g34,g32
n25,g86,g89
n30,g72,g78
n31,g32,g43
n10,g83,g75
n43,g18,g4
n68,g59,g57
n34,g79,g31
n8,g81,g47
n53,g31,g18
n55,g31,g19
n38,g12,g80
n33,g89,g92
n62,g73,g78
n11,g83,g97
n27,g56,g61
n50,g54,g88
n44,g34,g67
n12,g49,g93
n67,g94,g69
n0,g81,g4
n22,g82,g43
n58,g47,g83
n36,g76,g63
n42,g75,g32
n61,g81,g18
n3,g45,g50
n29,g92,g16
n47,g20,g62
n49,g73,g31
n52,g44,g45
n59,g19,g72
n57,g6,g96
n66,g73,g97
n37,g63,g92
n13,g93,g51
n40,g77,g32
n19,g18,g77
n46,g21,g47
n7,g98,g55
n15,g11,g10
n48,g65,g99
n41,g4,g26
n64,g61,g54
n56,g39,g66
n2,g77,g22
n1,g45,g47
