n0,g50,g68
n1,g84,g31
n2,g19,g85
n3,g37,g43
n4,g53,g25
n5,g49,g85
n6,g9,g44
n7,g91,g4
n8,g67,g88
n9,g21,g75
n10,g49,g34
n11,g82,g7
n12,g24,g59
n13,g20,g70
n14,g16,g61
n15,g43,g17
n16,g81,g65
n17,g86,g12
n18,g35,g25
n19,g71,g7
n20,g75,g35
n21,g5,g21
n22,g41,g93
n23,g56,g64
n24,g0,g60
n25,g28,g74
n26,g10,g24
n27,g18,g66
n28,g3,g22
n29,g79,g95
n30,g31,g7
n31,g22,g14
n32,g16,g59
n33,g0,g61
n34,g16,g72
n35,g80,g27
n36,g54,g26
n37,g60,g90
n38,g21,g63
n39,g33,g26
n40,g58,g91
n41,g79,g89
n42,g27,g7
n43,g88,g75
n44,g41,g91
n45,g45,g96
n46,g75,g62
n47,g61,g38
n48,g74,g65
n49,g76,g88
n50,g42,g81
n51,g50,g69
n52,g83,g41
n53,g39,g94
n54,g56,g74
n55,g78,g39
n56,g15,g78
n57,g77,g45
n58,g95,g89
n59,g89,g73
n60,g49,g73
n61,g81,g24
n62,g49,g86
n63,g25,g55
n64,g87,g17
n65,g77,g33
n66,g33,g44
n67,g23,g86
n68,g0,g66
n69,g27,g66
n70,g80,g9
n71,g68,g86
n72,g41,g62
n73,g87,g88
n74,g20,g84
n75,g53,g96
n76,g32,g84
n77,g93,g56
n78,g3,g54
n79,g56,g57
