n70,g25,g55
n6,g95,g39
n4,g47,g28
n22,g19,g42
n21,g4,g1
n60,g98,g16
n79,g33,g5
n74,g7,g82
n69,g0,g91
n28,g59,g67
n14,g82,g16
n45,g62,g52
n89,g8,g59
n5,g79,g23
n23,g53,g7
n24,g91,g98
n17,g56,g16
n54,g5,g43
n77,g55,g13
n63,g16,g3
n9,g14,g96
n25,g58,g24
n87,g91,g39
n10,g44,g20
n68,g17,g42
n34,g5,g86
n72,g30,g40
n73,g67,g80
n55,g48,g70
n44,g56,g86
n16,g55,g75
n80,g94,g12
n81,g48,g7
n75,g67,g7
n66,g52,g91
n47,g92,g95
n52,g84,g24
n59,g70,g45
n57,g69,g88
n71,g74,g2
n37,g62,g36
n31,g78,g17
n19,g10,g40
n46,g49,g17
n65,g50,g98
n85,g59,g2
n1,g34,g42
n84,g74,g53
n32,g8,g23
n26,g36,g15
n20,g8,g36
n53,g3,g42
n56,g80,g10
n76,g88,g91
n38,g42,g49
n13,g57,g11
n67,g4,g66
n41,g20,g40
n18,g54,g23
n11,g35,g64
n30,g83,g46
n35,g5,g70
n8,g34,g57
n83,g36,g4
n39,g51,g57
n33,g44,g64
n27,g49,g76
n50,g59,g27
n12,g9,g37
n82,g73,g83
n0,g67,g81
n43,g41,g85
n58,g80,g85
n36,g38,g71
n42,g15,g41
n61,g14,g68
n78,g98,g59
n3,g90,g58
n29,g8,g44
n49,g78,g83
n88,g43,g77
n86,g93,g12
n62,g56,g94
n40,g19,g15
n51,g65,g83
n7,g79,g80
n15,g24,g66
n48,g19,g92
n64,g55,g33
n2,g31,g78
