n70,g88,g33
n6,g46,g96
n4,g43,g77
n22,g60,g86
n21,g90,g86
n60,g54,g81
n79,g94,g84
n74,g3,g45
n69,g82,g24
n28,g86,g26
n14,g66,g68
n45,g69,g4
n89,g64,g53
n5,g37,g49
n23,g44,g53
n24,g18,g62
n17,g15,g18
n54,g92,g36
n77,g37,g93
n63,g83,g95
n9,g43,g2
n25,g57,g86
n87,g83,g85
n10,g23,g16
n68,g87,g51
n34,g61,g30
n72,g12,g1
n73,g62,g26
n55,g2,g56
n44,g17,g9
n16,g96,g49
n80,g35,g92
n81,g58,g6
n75,g73,g14
n66,g58,g16
n47,g93,g27
n52,g51,g67
n59,g17,g45
n57,g80,g6
n71,g21,g10
n37,g18,g57
n31,g86,g45
n19,g75,g15
n46,g59,g17
n65,g37,g74
n85,g68,g88
n1,g25,g2
n84,g83,g20
n32,g85,g0
n26,g38,g53
n20,g74,g64
n53,g30,g71
n56,g40,g87
n76,g66,g95
n38,g51,g35
n13,g40,g4
n67,g93,g9
n41,g94,g26
n18,g71,g3
n11,g32,g42
n30,g84,g68
n35,g82,g88
n8,g80,g12
n83,g78,g1
n39,g78,g95
n33,g2,g13
n27,g64,g18
n50,g61,g72
n12,g44,g72
n82,g36,g40
n0,g13,g50
n43,g57,g98
n58,g90,g8
n36,g9,g95
n42,g62,g28
n61,g80,g38
n78,g15,g87
n3,g60,g30
n29,g84,g52
n49,g18,g65
n88,g32,g47
n86,g38,g4
n62,g38,g44
n40,g29,g15
n51,g57,g89
n7,g28,g4
n15,g26,g75
n48,g25,g13
n64,g46,g36
n2,g31,g58
