n70,g56,g9
n6,g79,g22
n4,g39,g89
n22,g48,g15
n21,g7,g2
n60,g29,g74
n79,g13,g72
n74,g89,g37
n69,g94,g8
n28,g91,g23
n14,g39,g47
n45,g46,g53
n89,g74,g26
n5,g51,g11
n23,g52,g83
n24,g8,g38
n17,g96,g17
n54,g79,g45
n77,g62,g91
n63,g18,g67
n9,g73,g74
n25,g88,g69
n87,g10,g68
n10,g55,g34
n68,g96,g12
n34,g65,g51
n72,g9,g83
n73,g38,g36
n55,g32,g75
n44,g54,g64
n16,g45,g55
n80,g87,g24
n81,g76,g60
n75,g97,g4
n66,g63,g2
n47,g4,g27
n52,g46,g22
n59,g28,g72
n57,g28,g48
n71,g32,g50
n37,g54,g12
n31,g90,g70
n19,g49,g78
n46,g78,g6
n65,g79,g18
n85,g50,g2
n1,g37,g14
n84,g91,g81
n32,g65,g91
n26,g8,g0
n20,g40,g55
n53,g98,g71
n56,g92,g21
n76,g4,g94
n38,g27,g89
n13,g81,g64
n67,g7,g83
n41,g72,g58
n18,g51,g20
n11,g8,g21
n30,g5,g55
n35,g58,g90
n8,g27,g83
n83,g90,g1
n39,g97,g27
n33,g60,g34
n27,g67,g8
n50,g5,g24
n12,g41,g39
n82,g16,g86
n0,g96,g34
n43,g57,g67
n58,g76,g32
n36,g49,g61
n42,g59,g97
n61,g64,g97
n78,g89,g85
n3,g58,g67
n29,g33,g27
n49,g98,g0
n88,g99,g34
n86,g16,g14
n62,g74,g91
n40,g47,g52
n51,g54,g53
n7,g66,g93
n15,g59,g83
n48,g6,g25
n64,g70,g65
n2,g68,g71
