n70,g33,g38
n65,g91,g5
n6,g30,g31
n35,g23,g31
n4,g89,g84
n32,g99,g21
n72,g65,g72
n74,g34,g79
n26,g53,g31
n21,g30,g52
n60,g82,g42
n20,g35,g0
n73,g4,g12
n51,g30,g32
n69,g96,g90
n71,g41,g84
n28,g31,g27
n77,g34,g98
n14,g49,g18
n45,g43,g95
n39,g30,g4
n5,g58,g22
n23,g40,g63
n24,g26,g43
n54,g39,g52
n16,g89,g54
n17,g55,g4
n18,g54,g48
n63,g81,g26
n9,g54,g42
n25,g97,g68
n30,g43,g46
n31,g90,g64
n10,g75,g10
n43,g84,g61
n68,g83,g65
n34,g23,g91
n8,g84,g8
n79,g42,g52
n53,g18,g36
n55,g23,g89
n38,g78,g32
n33,g70,g18
n62,g64,g22
n11,g38,g15
n27,g52,g22
n50,g41,g63
n44,g37,g74
n12,g52,g96
n67,g88,g28
n75,g67,g43
n80,g35,g24
n0,g83,g98
n22,g86,g3
n58,g73,g76
n36,g87,g22
n42,g54,g39
n61,g71,g86
n78,g29,g80
n3,g18,g74
n29,g12,g0
n47,g5,g50
n49,g71,g4
n52,g71,g3
n59,g44,g76
n57,g82,g97
n66,g27,g9
n37,g31,g15
n13,g17,g13
n40,g27,g82
n19,g39,g0
n46,g88,g97
n7,g66,g68
n15,g0,g15
n48,g72,g7
n41,g19,g16
n76,g65,g68
n64,g59,g19
n56,g3,g56
n2,g7,g41
n1,g43,g55
