n70,g79,g4
n65,g25,g73
n6,g40,g47
n35,g95,g46
n4,g98,g54
n32,g85,g25
n72,g18,g28
n74,g21,g67
n26,g4,g55
n21,g47,g48
n60,g68,g44
n20,g75,g85
n73,g4,g57
n51,g50,g28
n69,g82,g53
n71,g93,g94
n28,g78,g14
n77,g10,g85
n14,g68,g99
n45,g75,g39
n39,g35,g1
n5,g30,g11
n23,g90,g36
n24,g90,g63
n54,g18,g7
n16,g92,g75
n17,g40,g74
n18,g35,g12
n63,g91,g19
n9,g34,g90
n25,g39,g9
n30,g39,g19
n31,g41,g88
n10,g54,g81
n43,g30,g0
n68,g64,g34
n34,g83,g17
n8,g44,g37
n79,g52,g40
n53,g84,g5
n55,g57,g22
n38,g71,g80
n33,g15,g8
n62,g51,g93
n11,g45,g87
n27,g54,g40
n50,g30,g12
n44,g56,g44
n12,g52,g27
n67,g28,g35
n75,g21,g64
n0,g33,g82
n22,g0,g89
n58,g17,g20
n36,g13,g17
n42,g38,g95
n61,g7,g93
n78,g44,g98
n3,g10,g17
n29,g38,g12
n47,g3,g43
n49,g10,g39
n52,g45,g66
n59,g72,g35
n57,g9,g61
n66,g62,g28
n37,g93,g1
n13,g20,g80
n40,g72,g64
n19,g34,g78
n46,g93,g8
n7,g28,g63
n15,g10,g81
n48,g7,g9
n41,g90,g12
n76,g62,g5
n64,g4,g11
n56,g64,g46
n2,g56,g20
n1,g32,g55
