n70,g67,g37
n65,g53,g99
n6,g68,g89
n35,g80,g8
n4,g66,g90
n32,g0,g61
n72,g62,g78
n74,g66,g21
n26,g35,g41
n21,g8,g14
n60,g45,g73
n20,g38,g78
n73,g39,g81
n51,g15,g90
n69,g29,g63
n71,g64,g26
n28,g85,g82
n77,g50,g57
n14,g45,g80
n45,g63,g78
n39,g88,g65
n5,g87,g42
n23,g40,g43
n24,g37,g38
n54,g15,g38
n16,g86,g9
n17,g69,g67
n18,g41,g66
n63,g24,g59
n9,g71,g10
n25,g58,g32
n30,g21,g72
n31,g52,g45
n10,g36,g14
n43,g23,g18
n68,g3,g95
n34,g79,g4
n8,g97,g50
n79,g60,g21
n53,g6,g89
n55,g90,g83
n38,g5,g40
n33,g10,g62
n62,g94,g99
n11,g47,g50
n27,g75,g57
n50,g72,g95
n44,g12,g97
n12,g44,g81
n67,g16,g89
n75,g18,g32
n0,g39,g61
n22,g20,g52
n58,g28,g48
n36,g24,g80
n42,g54,g80
n61,g61,g96
n78,g3,g59
n3,g14,g11
n29,g27,g14
n47,g13,g86
n49,g18,g29
n52,g81,g87
n59,g23,g6
n57,g46,g96
n66,g21,g27
n37,g56,g61
n13,g50,g85
n40,g65,g73
n19,g70,g0
n46,g33,g60
n7,g82,g60
n15,g73,g61
n48,g25,g60
n41,g89,g69
n76,g1,g82
n64,g5,g83
n56,g16,g7
n2,g23,g90
n1,g6,g94
