n70,g53,g10
n65,g37,g82
n6,g48,g76
n35,g98,g92
n4,g10,g32
n32,g84,g81
n72,g66,g39
n74,g38,g3
n26,g71,g62
n21,g60,g93
n60,g84,g35
n20,g69,g27
n73,g42,g66
n51,g87,g91
n69,g18,g94
n71,g9,g53
n28,g93,g62
n77,g33,g55
n14,g11,g50
n45,g39,g45
n39,g17,g13
n5,g15,g72
n23,g40,g51
n24,g29,g32
n54,g35,g45
n16,g99,g44
n17,g28,g6
n18,g3,g79
n63,g78,g52
n9,g17,g3
n25,g19,g64
n30,g33,g37
n31,g94,g55
n10,g55,g70
n43,g70,g53
n68,g21,g80
n34,g76,g5
n8,g18,g19
n79,g52,g4
n53,g76,g89
n55,g4,g55
n38,g64,g1
n33,g50,g87
n62,g22,g58
n11,g98,g3
n27,g57,g2
n50,g97,g27
n44,g95,g18
n12,g60,g16
n67,g66,g12
n75,g56,g79
n0,g33,g58
n22,g41,g3
n58,g6,g88
n36,g42,g37
n42,g51,g76
n61,g98,g63
n78,g48,g96
n3,g11,g78
n29,g67,g35
n47,g25,g73
n49,g61,g36
n52,g84,g33
n59,g0,g84
n57,g58,g76
n66,g71,g34
n37,g95,g39
n13,g18,g24
n40,g82,g23
n19,g45,g41
n46,g79,g41
n7,g8,g2
n15,g30,g25
n48,g14,g45
n41,g43,g29
n76,g89,g47
n64,g79,g43
n56,g9,g94
n2,g44,g78
n1,g11,g77
