n70,g51,g26
n65,g33,g84
n6,g0,g67
n35,g46,g60
n4,g60,g64
n32,g94,g9
n72,g77,g32
n26,g33,g40
n21,g84,g29
n60,g99,g38
n20,g99,g18
n51,g26,g66
n69,g22,g93
n71,g54,g57
n28,g36,g45
n14,g71,g87
n45,g80,g37
n39,g66,g61
n5,g17,g37
n23,g16,g79
n24,g23,g13
n54,g18,g77
n16,g91,g97
n17,g59,g89
n18,g64,g56
n63,g22,g3
n9,g90,g94
n25,g63,g92
n30,g73,g95
n31,g89,g38
n10,g98,g60
n43,g93,g83
n68,g12,g68
n34,g39,g29
n8,g76,g51
n53,g39,g85
n55,g83,g76
n38,g22,g73
n33,g26,g72
n62,g89,g44
n11,g57,g13
n27,g92,g66
n50,g81,g5
n44,g21,g64
n12,g85,g61
n67,g65,g67
n0,g21,g55
n22,g46,g53
n58,g56,g63
n36,g22,g37
n42,g43,g99
n61,g5,g89
n3,g19,g12
n29,g16,g69
n47,g29,g68
n49,g21,g95
n52,g70,g67
n59,g39,g68
n57,g91,g53
n66,g65,g33
n37,g89,g71
n13,g39,g75
n40,g38,g50
n19,g37,g66
n46,g71,g69
n7,g68,g3
n15,g7,g93
n48,g54,g13
n41,g88,g4
n64,g27,g96
n56,g27,g45
n2,g93,g74
n1,g90,g63
