n70,g12,g3
n65,g60,g78
n6,g23,g20
n35,g52,g45
n4,g81,g74
n32,g41,g92
n72,g47,g32
n26,g71,g47
n21,g82,g35
n60,g68,g19
n20,g18,g69
n51,g36,g1
n69,g83,g27
n71,g70,g44
n28,g9,g68
n14,g14,g31
n45,g19,g21
n39,g85,g5
n5,g27,g56
n23,g57,g41
n24,g9,g93
n54,g29,g6
n16,g76,g60
n17,g29,g9
n18,g35,g59
n63,g70,g69
n9,g25,g64
n25,g62,g10
n30,g28,g0
n31,g94,g15
n10,g28,g67
n43,g30,g2
n68,g95,g6
n34,g15,g54
n8,g97,g85
n53,g50,g90
n55,g17,g73
n38,g61,g87
n33,g42,g56
n62,g21,g90
n11,g29,g78
n27,g60,g14
n50,g17,g23
n44,g78,g45
n12,g85,g99
n67,g13,g34
n0,g71,g96
n22,g33,g48
n58,g88,g2
n36,g30,g13
n42,g65,g40
n61,g29,g39
n3,g56,g57
n29,g37,g23
n47,g18,g13
n49,g65,g64
n52,g1,g42
n59,g38,g64
n57,g32,g20
n66,g19,g82
n37,g32,g12
n13,g97,g49
n40,g41,g10
n19,g41,g63
n46,g27,g91
n7,g19,g95
n15,g97,g16
n48,g91,g13
n41,g45,g26
n64,g56,g66
n56,g80,g16
n2,g96,g36
n1,g2,g29
