n70,g1,g16
n65,g14,g78
n6,g79,g91
n35,g7,g93
n4,g42,g98
n32,g66,g77
n72,g46,g68
n26,g96,g42
n21,g21,g62
n60,g24,g80
n20,g56,g50
n51,g74,g9
n69,g22,g43
n71,g37,g90
n28,g4,g34
n14,g6,g90
n45,g73,g88
n39,g64,g72
n5,g80,g8
n23,g83,g52
n24,g21,g31
n54,g56,g83
n16,g52,g12
n17,g10,g77
n18,g7,g48
n63,g96,g95
n9,g4,g41
n25,g21,g33
n30,g38,g15
n31,g3,g90
n10,g44,g83
n43,g74,g47
n68,g78,g93
n34,g94,g10
n8,g97,g9
n53,g9,g53
n55,g38,g77
n38,g92,g40
n33,g58,g39
n62,g88,g91
n11,g33,g40
n27,g70,g0
n50,g20,g80
n44,g89,g21
n12,g66,g72
n67,g36,g53
n0,g8,g4
n22,g52,g26
n58,g44,g12
n36,g31,g33
n42,g37,g71
n61,g54,g75
n3,g83,g63
n29,g78,g73
n47,g58,g2
n49,g48,g76
n52,g49,g69
n59,g2,g86
n57,g19,g13
n66,g89,g26
n37,g55,g58
n13,g69,g25
n40,g54,g74
n19,g37,g38
n46,g22,g20
n7,g93,g40
n15,g68,g4
n48,g54,g55
n41,g30,g96
n64,g75,g44
n56,g3,g15
n2,g4,g81
n1,g18,g69
