n70,g68,g45
n65,g18,g26
n6,g0,g69
n35,g76,g60
n4,g46,g68
n32,g38,g83
n72,g86,g37
n74,g27,g78
n26,g97,g33
n21,g71,g80
n60,g70,g90
n20,g55,g33
n73,g9,g87
n51,g60,g79
n69,g83,g1
n71,g78,g93
n28,g11,g43
n77,g71,g33
n14,g78,g9
n45,g46,g3
n39,g26,g41
n5,g67,g81
n23,g48,g65
n24,g13,g39
n54,g23,g87
n16,g85,g48
n82,g89,g63
n17,g7,g49
n18,g22,g55
n63,g41,g18
n9,g89,g27
n25,g92,g21
n30,g57,g84
n31,g13,g80
n10,g13,g81
n43,g84,g9
n68,g35,g12
n34,g14,g56
n8,g85,g11
n79,g65,g58
n53,g22,g85
n55,g88,g64
n38,g17,g15
n33,g4,g29
n62,g89,g18
n11,g83,g76
n27,g50,g84
n50,g76,g15
n44,g80,g22
n12,g54,g9
n67,g75,g33
n75,g95,g17
n80,g13,g11
n0,g71,g39
n22,g40,g41
n81,g87,g40
n58,g36,g15
n36,g36,g49
n42,g10,g5
n61,g22,g92
n78,g42,g97
n3,g77,g2
n29,g29,g19
n47,g13,g71
n49,g37,g94
n52,g31,g17
n59,g89,g0
n57,g49,g6
n66,g3,g86
n37,g66,g65
n13,g9,g48
n40,g37,g76
n19,g55,g58
n46,g18,g71
n7,g48,g50
n15,g32,g85
n48,g31,g36
n41,g60,g95
n76,g49,g55
n64,g82,g62
n56,g74,g90
n2,g11,g17
n1,g37,g81
