n70,g48,g62
n65,g83,g73
n6,g29,g21
n35,g75,g46
n4,g68,g52
n32,g7,g37
n72,g77,g55
n74,g44,g11
n26,g7,g24
n21,g57,g15
n60,g85,g63
n20,g30,g22
n73,g88,g89
n51,g32,g18
n69,g39,g94
n71,g14,g23
n28,g57,g91
n77,g8,g71
n14,g74,g37
n45,g61,g42
n39,g66,g89
n5,g70,g81
n23,g59,g6
n24,g84,g12
n54,g78,g54
n16,g66,g57
n82,g9,g63
n17,g13,g4
n18,g19,g36
n63,g49,g83
n9,g2,g90
n25,g84,g94
n30,g24,g96
n31,g78,g13
n10,g27,g65
n43,g26,g70
n68,g77,g22
n34,g13,g72
n8,g99,g58
n79,g75,g16
n53,g70,g30
n55,g71,g72
n38,g86,g69
n33,g59,g45
n62,g59,g58
n11,g24,g45
n27,g87,g6
n50,g79,g44
n44,g9,g30
n12,g46,g2
n67,g68,g54
n75,g8,g38
n80,g99,g94
n0,g52,g42
n22,g41,g52
n81,g54,g30
n58,g29,g73
n36,g29,g93
n42,g65,g9
n61,g67,g83
n78,g70,g54
n3,g20,g77
n29,g38,g59
n47,g67,g39
n49,g43,g63
n52,g82,g5
n59,g49,g19
n57,g51,g35
n66,g15,g63
n37,g64,g92
n13,g16,g80
n40,g0,g32
n19,g43,g11
n46,g33,g3
n7,g97,g30
n15,g70,g47
n48,g27,g54
n41,g11,g47
n76,g0,g87
n64,g25,g72
n56,g85,g3
n2,g4,g89
n1,g5,g33
