n70,g20,g82
n65,g39,g43
n6,g72,g9
n35,g46,g75
n4,g84,g53
n32,g58,g12
n72,g28,g88
n74,g43,g1
n26,g10,g62
n21,g94,g51
n60,g45,g23
n20,g91,g8
n73,g35,g88
n51,g30,g32
n69,g12,g26
n71,g25,g64
n28,g43,g10
n77,g35,g74
n14,g68,g54
n45,g97,g68
n39,g41,g20
n5,g1,g89
n23,g50,g94
n24,g7,g98
n54,g43,g8
n16,g85,g14
n82,g41,g93
n17,g71,g66
n18,g5,g62
n63,g17,g77
n9,g48,g63
n25,g75,g3
n30,g69,g31
n31,g44,g71
n10,g23,g10
n43,g23,g49
n68,g1,g6
n34,g49,g16
n8,g36,g0
n79,g34,g62
n53,g4,g14
n55,g28,g29
n38,g33,g68
n33,g99,g51
n62,g85,g17
n11,g38,g49
n27,g34,g90
n50,g77,g14
n44,g22,g86
n12,g37,g45
n67,g33,g63
n75,g98,g5
n80,g26,g68
n0,g96,g91
n22,g56,g6
n81,g19,g13
n58,g98,g26
n36,g2,g61
n42,g5,g78
n61,g45,g71
n78,g46,g26
n3,g98,g16
n29,g45,g91
n47,g67,g63
n49,g71,g46
n52,g19,g20
n59,g23,g54
n57,g69,g56
n66,g69,g67
n37,g81,g9
n13,g37,g56
n40,g88,g5
n19,g15,g8
n46,g78,g27
n7,g1,g76
n15,g42,g63
n48,g67,g97
n41,g54,g78
n76,g69,g50
n64,g66,g37
n56,g57,g15
n2,g43,g93
n1,g40,g21
