n70,g68,g56
n65,g49,g47
n6,g81,g79
n35,g7,g87
n4,g48,g97
n32,g45,g71
n72,g44,g32
n74,g55,g26
n26,g43,g60
n21,g62,g77
n60,g19,g60
n20,g80,g44
n73,g82,g30
n51,g56,g71
n69,g66,g51
n71,g5,g94
n28,g63,g68
n77,g36,g37
n14,g35,g71
n45,g34,g49
n39,g39,g11
n5,g12,g14
n23,g85,g31
n24,g18,g55
n54,g87,g43
n16,g72,g59
n82,g60,g47
n17,g95,g52
n18,g76,g20
n63,g73,g2
n9,g51,g75
n25,g8,g85
n30,g73,g51
n31,g84,g73
n10,g21,g23
n43,g61,g60
n68,g8,g90
n34,g19,g72
n8,g26,g5
n79,g66,g29
n53,g32,g37
n55,g82,g79
n38,g45,g40
n33,g57,g98
n62,g54,g12
n11,g90,g83
n27,g18,g1
n50,g81,g93
n44,g73,g29
n12,g80,g28
n67,g71,g22
n75,g22,g80
n80,g21,g18
n0,g40,g81
n22,g28,g32
n81,g47,g28
n58,g43,g70
n36,g87,g85
n42,g30,g87
n61,g31,g51
n78,g31,g50
n3,g24,g90
n29,g84,g38
n47,g19,g35
n49,g1,g64
n52,g91,g63
n59,g72,g8
n57,g62,g19
n66,g47,g15
n37,g75,g72
n13,g51,g7
n40,g8,g98
n19,g0,g45
n46,g98,g66
n7,g40,g27
n15,g84,g59
n48,g80,g61
n41,g1,g83
n76,g42,g33
n64,g5,g53
n56,g30,g54
n2,g35,g17
n1,g84,g92
