n70,g18,g65
n65,g68,g70
n6,g67,g2
n35,g85,g42
n4,g68,g82
n32,g20,g10
n72,g67,g41
n74,g13,g89
n26,g65,g86
n21,g38,g44
n60,g56,g63
n20,g37,g39
n73,g34,g66
n51,g69,g71
n69,g14,g91
n71,g75,g22
n28,g63,g9
n14,g80,g75
n45,g28,g56
n39,g17,g97
n5,g15,g41
n23,g37,g72
n24,g23,g70
n54,g93,g83
n16,g11,g33
n17,g14,g67
n18,g45,g49
n63,g32,g18
n9,g57,g43
n25,g4,g0
n30,g0,g12
n31,g77,g54
n10,g20,g87
n43,g86,g96
n68,g12,g33
n34,g14,g51
n8,g7,g56
n53,g27,g18
n55,g91,g84
n38,g42,g86
n33,g49,g84
n62,g39,g48
n11,g93,g20
n27,g65,g27
n50,g36,g13
n44,g53,g75
n12,g9,g0
n67,g71,g57
n0,g74,g85
n22,g93,g39
n58,g88,g43
n36,g97,g45
n42,g82,g69
n61,g40,g19
n3,g69,g47
n29,g42,g5
n47,g12,g58
n49,g41,g25
n52,g83,g67
n59,g49,g79
n57,g34,g57
n66,g52,g25
n37,g11,g38
n13,g56,g79
n40,g13,g84
n19,g22,g96
n46,g34,g98
n7,g19,g14
n15,g43,g70
n48,g90,g18
n41,g36,g29
n64,g61,g0
n56,g45,g96
n2,g81,g45
n1,g3,g60
