n70,g24,g91
n65,g72,g19
n6,g96,g99
n35,g43,g49
n4,g90,g60
n32,g48,g15
n72,g93,g96
n74,g3,g57
n26,g84,g30
n21,g20,g48
n60,g29,g95
n20,g41,g58
n73,g11,g73
n51,g64,g98
n69,g42,g82
n71,g59,g55
n28,g82,g74
n14,g86,g74
n45,g34,g40
n39,g93,g52
n5,g82,g76
n23,g71,g31
n24,g14,g17
n54,g86,g55
n16,g79,g56
n17,g63,g81
n18,g96,g46
n63,g29,g85
n9,g80,g13
n25,g43,g99
n30,g33,g58
n31,g21,g94
n10,g31,g92
n43,g93,g20
n68,g50,g10
n34,g80,g43
n8,g76,g7
n53,g90,g16
n55,g14,g40
n38,g0,g22
n33,g72,g31
n62,g55,g47
n11,g67,g61
n27,g37,g69
n50,g67,g87
n44,g56,g94
n12,g27,g12
n67,g48,g95
n0,g25,g38
n22,g41,g52
n58,g12,g3
n36,g66,g19
n42,g77,g79
n61,g80,g77
n3,g84,g64
n29,g80,g2
n47,g18,g48
n49,g15,g60
n52,g87,g58
n59,g77,g82
n57,g62,g52
n66,g10,g89
n37,g79,g17
n13,g10,g0
n40,g80,g56
n19,g46,g66
n46,g28,g53
n7,g83,g85
n15,g57,g81
n48,g21,g57
n41,g1,g77
n64,g41,g3
n56,g2,g12
n2,g60,g41
n1,g83,g29
