n70,g75,g64
n65,g33,g40
n6,g5,g19
n35,g9,g21
n4,g49,g59
n32,g7,g98
n72,g80,g65
n74,g83,g32
n26,g20,g42
n21,g30,g63
n60,g62,g94
n20,g16,g97
n73,g22,g34
n51,g24,g28
n69,g44,g86
n71,g15,g27
n28,g84,g55
n77,g37,g69
n14,g13,g70
n45,g33,g53
n39,g91,g18
n5,g15,g93
n23,g33,g16
n24,g14,g42
n54,g33,g74
n16,g80,g59
n17,g85,g95
n18,g81,g25
n63,g13,g43
n9,g44,g95
n25,g12,g17
n30,g60,g82
n31,g36,g7
n10,g70,g95
n43,g97,g10
n68,g59,g40
n34,g42,g72
n8,g74,g3
n79,g1,g26
n53,g71,g28
n55,g71,g56
n38,g43,g32
n33,g41,g40
n62,g2,g28
n11,g93,g22
n27,g61,g85
n50,g85,g18
n44,g85,g8
n12,g38,g14
n67,g38,g39
n75,g26,g0
n80,g46,g54
n0,g59,g67
n22,g63,g9
n58,g86,g43
n36,g98,g73
n42,g27,g75
n61,g29,g79
n78,g32,g7
n3,g77,g43
n29,g4,g85
n47,g89,g73
n49,g79,g24
n52,g60,g18
n59,g51,g70
n57,g87,g27
n66,g19,g34
n37,g24,g0
n13,g33,g58
n40,g88,g98
n19,g94,g41
n46,g5,g49
n7,g2,g62
n15,g72,g51
n48,g81,g70
n41,g69,g25
n76,g24,g16
n64,g96,g92
n56,g22,g68
n2,g94,g76
n1,g13,g67
