n70,g29,g44
n65,g13,g22
n6,g21,g19
n35,g30,g19
n4,g20,g23
n32,g38,g91
n72,g84,g90
n74,g97,g8
n26,g18,g5
n21,g61,g96
n60,g8,g61
n20,g41,g51
n73,g54,g88
n51,g64,g40
n69,g22,g98
n71,g82,g71
n28,g39,g4
n77,g77,g46
n14,g59,g80
n45,g97,g18
n39,g82,g32
n5,g16,g78
n23,g47,g12
n24,g66,g3
n54,g46,g19
n16,g56,g51
n17,g11,g79
n18,g73,g49
n63,g44,g50
n9,g75,g50
n25,g12,g85
n30,g3,g27
n31,g56,g47
n10,g44,g77
n43,g62,g96
n68,g44,g3
n34,g12,g24
n8,g37,g13
n79,g56,g61
n53,g33,g47
n55,g89,g5
n38,g31,g68
n33,g5,g65
n62,g6,g0
n11,g86,g34
n27,g53,g64
n50,g69,g63
n44,g69,g98
n12,g47,g96
n67,g55,g21
n75,g14,g84
n80,g36,g25
n0,g37,g62
n22,g48,g3
n58,g94,g80
n36,g20,g25
n42,g32,g14
n61,g5,g16
n78,g23,g94
n3,g40,g41
n29,g56,g84
n47,g22,g39
n49,g54,g31
n52,g96,g87
n59,g89,g51
n57,g30,g47
n66,g22,g32
n37,g31,g34
n13,g79,g54
n40,g77,g62
n19,g50,g64
n46,g57,g88
n7,g43,g41
n15,g15,g59
n48,g43,g3
n41,g80,g40
n76,g92,g81
n64,g6,g2
n56,g55,g89
n2,g57,g52
n1,g27,g86
