n70,g49,g5
n65,g30,g28
n6,g67,g38
n35,g4,g20
n4,g64,g22
n32,g51,g60
n72,g96,g83
n74,g26,g65
n26,g59,g34
n21,g17,g9
n60,g40,g53
n20,g36,g10
n73,g79,g76
n51,g64,g8
n69,g35,g14
n71,g61,g8
n28,g99,g37
n77,g88,g30
n14,g59,g28
n45,g91,g71
n39,g23,g46
n5,g59,g14
n23,g24,g64
n24,g5,g50
n54,g1,g23
n16,g90,g41
n17,g90,g4
n18,g72,g97
n63,g21,g87
n9,g52,g16
n25,g47,g83
n30,g97,g8
n31,g62,g82
n10,g63,g87
n43,g22,g47
n68,g8,g35
n34,g75,g50
n8,g69,g42
n79,g42,g30
n53,g47,g63
n55,g60,g90
n38,g50,g84
n33,g66,g85
n62,g61,g19
n11,g25,g88
n27,g48,g62
n50,g98,g53
n44,g29,g85
n12,g60,g6
n67,g8,g94
n75,g15,g79
n80,g77,g61
n0,g35,g96
n22,g45,g91
n58,g47,g66
n36,g19,g88
n42,g70,g41
n61,g59,g18
n78,g27,g37
n3,g25,g73
n29,g78,g79
n47,g82,g48
n49,g15,g62
n52,g89,g91
n59,g70,g52
n57,g40,g60
n66,g20,g19
n37,g46,g85
n13,g90,g18
n40,g33,g87
n19,g64,g77
n46,g52,g21
n7,g82,g64
n15,g9,g35
n48,g31,g41
n41,g69,g63
n76,g4,g83
n64,g89,g42
n56,g93,g30
n2,g93,g35
n1,g97,g89
