n70,g45,g78
n65,g48,g41
n6,g12,g24
n35,g48,g10
n4,g6,g38
n32,g39,g76
n72,g58,g5
n74,g11,g51
n26,g70,g45
n21,g30,g42
n60,g49,g0
n20,g23,g59
n73,g99,g81
n51,g34,g63
n69,g13,g31
n71,g47,g85
n28,g17,g5
n77,g1,g19
n14,g49,g99
n45,g85,g53
n39,g55,g61
n5,g70,g55
n23,g11,g30
n24,g13,g62
n54,g21,g9
n16,g18,g9
n17,g15,g21
n18,g86,g7
n63,g20,g81
n9,g4,g0
n25,g58,g64
n30,g35,g97
n31,g60,g49
n10,g39,g50
n43,g6,g82
n68,g2,g1
n34,g98,g99
n8,g52,g74
n79,g27,g20
n53,g95,g69
n55,g61,g4
n38,g97,g38
n33,g98,g43
n62,g17,g60
n11,g31,g9
n27,g27,g58
n50,g25,g37
n44,g98,g73
n12,g75,g69
n67,g14,g77
n75,g65,g69
n80,g95,g2
n0,g33,g47
n22,g72,g52
n58,g93,g49
n36,g41,g87
n42,g66,g99
n61,g94,g24
n78,g52,g59
n3,g7,g55
n29,g47,g69
n47,g0,g60
n49,g81,g14
n52,g18,g65
n59,g34,g62
n57,g0,g55
n66,g70,g56
n37,g17,g7
n13,g76,g97
n40,g69,g85
n19,g29,g83
n46,g79,g60
n7,g77,g39
n15,g43,g44
n48,g88,g52
n41,g47,g35
n76,g91,g71
n64,g16,g2
n56,g32,g41
n2,g79,g72
n1,g54,g13
