n70,g73,g52
n65,g19,g95
n6,g23,g80
n35,g14,g78
n4,g34,g21
n32,g93,g24
n72,g44,g95
n74,g46,g63
n26,g64,g2
n21,g34,g2
n60,g57,g38
n20,g61,g66
n73,g42,g64
n51,g16,g89
n69,g83,g23
n71,g56,g43
n28,g16,g50
n77,g46,g38
n14,g53,g8
n45,g60,g25
n39,g76,g26
n5,g52,g15
n23,g93,g19
n24,g94,g46
n54,g88,g57
n16,g61,g16
n17,g71,g3
n18,g68,g76
n63,g35,g91
n9,g35,g43
n25,g36,g29
n30,g8,g38
n31,g7,g17
n10,g66,g76
n43,g59,g86
n68,g44,g79
n34,g86,g89
n8,g34,g85
n79,g74,g56
n53,g32,g59
n55,g42,g90
n38,g25,g87
n33,g16,g77
n62,g81,g43
n11,g42,g28
n27,g17,g32
n50,g13,g30
n44,g95,g36
n12,g40,g20
n67,g72,g75
n75,g22,g55
n80,g40,g72
n0,g21,g58
n22,g56,g17
n58,g96,g70
n36,g6,g84
n42,g3,g82
n61,g8,g51
n78,g63,g15
n3,g48,g82
n29,g19,g13
n47,g69,g75
n49,g41,g8
n52,g70,g72
n59,g64,g67
n57,g89,g70
n66,g17,g91
n37,g43,g26
n13,g4,g16
n40,g14,g24
n19,g94,g99
n46,g23,g19
n7,g15,g49
n15,g46,g64
n48,g51,g21
n41,g42,g83
n76,g86,g31
n64,g98,g33
n56,g7,g0
n2,g19,g28
n1,g0,g89
