n70,g68,g17
n65,g11,g48
n6,g28,g15
n35,g95,g67
n4,g78,g42
n32,g33,g74
n72,g80,g32
n74,g52,g22
n26,g76,g96
n21,g88,g68
n60,g78,g55
n20,g2,g81
n73,g51,g45
n51,g4,g32
n69,g21,g3
n71,g25,g79
n28,g55,g81
n14,g44,g19
n45,g29,g99
n39,g59,g15
n5,g13,g86
n23,g83,g46
n24,g38,g3
n54,g96,g3
n16,g90,g38
n17,g25,g53
n18,g80,g91
n63,g76,g39
n9,g78,g62
n25,g0,g71
n30,g34,g49
n31,g82,g34
n10,g43,g0
n43,g98,g41
n68,g28,g36
n34,g33,g27
n8,g67,g47
n53,g76,g23
n55,g2,g84
n38,g89,g15
n33,g65,g42
n62,g74,g19
n11,g17,g77
n27,g35,g53
n50,g34,g60
n44,g26,g4
n12,g98,g26
n67,g15,g11
n75,g80,g74
n0,g44,g12
n22,g56,g70
n58,g9,g66
n36,g67,g52
n42,g83,g35
n61,g73,g26
n3,g19,g21
n29,g34,g75
n47,g82,g4
n49,g39,g95
n52,g99,g11
n59,g71,g7
n57,g51,g93
n66,g83,g14
n37,g57,g80
n13,g63,g11
n40,g41,g77
n19,g11,g30
n46,g9,g54
n7,g4,g52
n15,g99,g20
n48,g21,g99
n41,g66,g48
n76,g40,g6
n64,g80,g39
n56,g48,g73
n2,g45,g53
n1,g40,g87
