n70,g31,g50
n6,g22,g47
n4,g7,g31
n22,g27,g40
n21,g97,g46
n60,g32,g84
n79,g11,g14
n74,g21,g44
n69,g85,g25
n28,g38,g88
n14,g69,g13
n45,g1,g58
n89,g57,g63
n5,g84,g97
n23,g7,g3
n24,g22,g18
n17,g12,g1
n54,g2,g82
n77,g83,g74
n63,g45,g66
n9,g37,g99
n25,g28,g1
n87,g64,g85
n10,g68,g84
n68,g58,g79
n34,g49,g34
n72,g16,g15
n73,g69,g90
n55,g97,g38
n44,g36,g91
n16,g56,g55
n80,g83,g31
n81,g37,g29
n75,g93,g57
n66,g43,g86
n47,g98,g48
n52,g74,g75
n59,g12,g68
n57,g96,g53
n71,g55,g17
n37,g11,g52
n31,g78,g40
n19,g26,g0
n46,g29,g79
n65,g5,g2
n85,g16,g19
n1,g16,g4
n84,g20,g35
n32,g45,g4
n26,g96,g23
n20,g7,g63
n53,g74,g24
n56,g71,g97
n76,g58,g70
n38,g8,g91
n13,g1,g21
n67,g7,g65
n41,g85,g66
n18,g10,g92
n11,g65,g2
n30,g70,g77
n35,g18,g40
n8,g65,g25
n83,g50,g16
n39,g75,g77
n33,g54,g21
n27,g4,g6
n50,g67,g61
n12,g43,g27
n82,g45,g19
n0,g60,g96
n43,g78,g82
n58,g46,g10
n36,g27,g45
n42,g6,g88
n61,g44,g68
n78,g13,g63
n3,g3,g12
n29,g75,g25
n49,g57,g3
n88,g64,g80
n86,g62,g68
n62,g18,g93
n40,g72,g37
n51,g40,g36
n7,g23,g75
n15,g43,g34
n48,g71,g94
n64,g32,g1
n2,g34,g19
