n70,g75,g98
n6,g19,g78
n4,g97,g94
n22,g5,g4
n21,g10,g70
n60,g74,g21
n79,g16,g31
n74,g82,g31
n69,g65,g98
n28,g95,g60
n14,g70,g0
n45,g70,g41
n89,g90,g18
n5,g19,g84
n23,g63,g31
n24,g2,g39
n17,g18,g95
n54,g15,g26
n77,g40,g31
n63,g7,g34
n9,g36,g61
n25,g88,g28
n87,g47,g90
n10,g90,g41
n68,g45,g74
n34,g28,g56
n72,g49,g60
n73,g95,g25
n55,g37,g71
n44,g73,g69
n16,g50,g57
n80,g3,g91
n81,g16,g49
n75,g86,g35
n66,g78,g84
n47,g98,g92
n52,g17,g10
n59,g46,g9
n57,g29,g38
n71,g59,g49
n37,g94,g84
n31,g37,g40
n19,g49,g64
n46,g45,g12
n65,g6,g78
n85,g74,g89
n1,g53,g56
n84,g82,g59
n32,g5,g38
n26,g71,g64
n20,g51,g22
n53,g90,g34
n56,g88,g52
n76,g33,g5
n38,g78,g93
n13,g57,g69
n67,g1,g61
n41,g60,g47
n18,g77,g48
n11,g19,g93
n30,g76,g42
n35,g99,g74
n8,g56,g24
n83,g81,g38
n39,g85,g97
n33,g52,g15
n27,g7,g13
n50,g60,g30
n12,g19,g85
n82,g74,g43
n0,g98,g96
n43,g31,g69
n58,g70,g40
n36,g26,g95
n42,g24,g7
n61,g69,g46
n78,g62,g7
n3,g76,g58
n29,g67,g68
n49,g4,g72
n88,g30,g50
n86,g61,g49
n62,g77,g26
n40,g18,g8
n51,g48,g10
n7,g28,g67
n15,g23,g53
n48,g16,g52
n64,g40,g64
n2,g6,g43
