n70,g33,g29
n65,g65,g75
n6,g70,g97
n35,g9,g69
n4,g8,g37
n32,g86,g13
n26,g15,g84
n21,g42,g4
n60,g41,g75
n20,g63,g68
n51,g51,g34
n69,g68,g78
n71,g8,g87
n28,g85,g9
n14,g28,g63
n45,g85,g49
n39,g85,g36
n5,g24,g46
n23,g55,g8
n24,g62,g69
n54,g96,g43
n16,g34,g68
n17,g85,g50
n18,g15,g65
n63,g35,g37
n9,g84,g5
n25,g36,g48
n30,g70,g17
n31,g1,g98
n10,g14,g39
n43,g70,g3
n68,g74,g67
n34,g48,g0
n8,g30,g70
n53,g51,g33
n55,g52,g13
n38,g54,g75
n33,g72,g21
n62,g93,g81
n11,g45,g3
n27,g17,g5
n50,g85,g22
n44,g62,g39
n12,g2,g91
n67,g4,g75
n0,g63,g23
n22,g73,g32
n58,g61,g10
n36,g24,g97
n42,g70,g43
n61,g90,g35
n3,g68,g14
n29,g35,g49
n47,g52,g65
n49,g98,g83
n52,g47,g92
n59,g83,g18
n57,g47,g41
n66,g3,g58
n37,g6,g7
n13,g55,g36
n40,g54,g32
n19,g56,g24
n46,g1,g35
n7,g10,g4
n15,g9,g12
n48,g32,g25
n41,g86,g35
n64,g13,g65
n56,g48,g93
n2,g2,g45
n1,g27,g66
