n70,g74,g45
n65,g18,g10
n6,g13,g95
n35,g72,g2
n4,g36,g46
n32,g86,g94
n72,g81,g67
n74,g42,g81
n26,g55,g61
n21,g24,g64
n60,g67,g20
n20,g64,g65
n73,g71,g59
n51,g78,g2
n69,g77,g70
n71,g30,g50
n28,g49,g61
n77,g58,g25
n14,g95,g6
n45,g48,g12
n39,g60,g7
n5,g13,g48
n23,g97,g27
n24,g72,g11
n54,g95,g8
n16,g34,g5
n17,g90,g88
n18,g7,g61
n63,g43,g63
n9,g12,g14
n25,g89,g66
n30,g50,g4
n31,g94,g26
n10,g58,g88
n43,g54,g96
n68,g63,g2
n34,g35,g7
n8,g68,g79
n79,g40,g41
n53,g31,g78
n55,g57,g99
n38,g60,g11
n33,g2,g90
n62,g32,g84
n11,g26,g13
n27,g61,g32
n50,g72,g12
n44,g67,g60
n12,g22,g29
n67,g63,g67
n75,g4,g52
n0,g19,g93
n22,g12,g89
n58,g10,g95
n36,g39,g9
n42,g2,g53
n61,g57,g34
n78,g32,g89
n3,g21,g83
n29,g65,g54
n47,g37,g88
n49,g91,g14
n52,g14,g57
n59,g86,g53
n57,g94,g81
n66,g17,g24
n37,g3,g13
n13,g53,g78
n40,g65,g20
n19,g94,g35
n46,g68,g13
n7,g31,g67
n15,g57,g7
n48,g30,g1
n41,g56,g76
n76,g18,g93
n64,g33,g86
n56,g55,g81
n2,g40,g12
n1,g38,g41
