n70,g69,g27
n65,g17,g96
n6,g98,g61
n35,g22,g79
n4,g91,g45
n32,g98,g91
n72,g7,g0
n74,g48,g41
n26,g58,g75
n21,g49,g14
n60,g66,g99
n20,g39,g74
n73,g15,g35
n51,g50,g31
n69,g62,g20
n71,g70,g67
n28,g16,g82
n77,g13,g92
n14,g89,g44
n45,g37,g36
n39,g99,g14
n5,g0,g95
n23,g74,g82
n24,g36,g19
n54,g89,g5
n16,g25,g49
n17,g61,g14
n18,g75,g55
n63,g27,g73
n9,g49,g50
n25,g55,g68
n30,g24,g3
n31,g50,g80
n10,g57,g21
n43,g50,g51
n68,g79,g23
n34,g13,g75
n8,g75,g41
n79,g57,g44
n53,g78,g83
n55,g0,g71
n38,g11,g34
n33,g92,g87
n62,g64,g10
n11,g96,g66
n27,g23,g25
n50,g71,g41
n44,g2,g14
n12,g7,g30
n67,g58,g96
n75,g38,g76
n0,g14,g20
n22,g78,g70
n58,g88,g29
n36,g33,g62
n42,g38,g89
n61,g2,g61
n78,g53,g67
n3,g39,g89
n29,g52,g51
n47,g33,g13
n49,g24,g92
n52,g90,g88
n59,g17,g18
n57,g42,g75
n66,g45,g56
n37,g15,g32
n13,g22,g34
n40,g36,g24
n19,g42,g68
n46,g3,g15
n7,g99,g46
n15,g11,g83
n48,g39,g83
n41,g37,g82
n76,g79,g58
n64,g93,g66
n56,g2,g1
n2,g37,g16
n1,g45,g0
