n70,g67,g22
n65,g73,g47
n6,g19,g75
n35,g15,g84
n4,g3,g86
n32,g41,g19
n72,g21,g54
n74,g20,g11
n26,g80,g72
n21,g97,g14
n60,g65,g71
n20,g31,g65
n73,g57,g44
n51,g64,g0
n69,g98,g79
n71,g48,g40
n28,g13,g35
n77,g44,g37
n14,g35,g90
n45,g94,g58
n39,g95,g60
n5,g20,g56
n23,g73,g93
n24,g51,g52
n54,g4,g97
n16,g26,g56
n17,g59,g19
n18,g8,g36
n63,g45,g67
n9,g49,g94
n25,g19,g56
n30,g27,g9
n31,g29,g8
n10,g4,g42
n43,g32,g73
n68,g59,g47
n34,g75,g12
n8,g32,g64
n79,g20,g80
n53,g23,g15
n55,g64,g11
n38,g23,g92
n33,g85,g41
n62,g89,g16
n11,g84,g39
n27,g57,g84
n50,g60,g71
n44,g99,g55
n12,g14,g87
n67,g84,g72
n75,g54,g27
n0,g24,g28
n22,g77,g36
n58,g75,g67
n36,g8,g81
n42,g23,g72
n61,g84,g70
n78,g21,g73
n3,g33,g54
n29,g36,g79
n47,g88,g68
n49,g15,g0
n52,g27,g2
n59,g51,g86
n57,g21,g42
n66,g3,g74
n37,g2,g40
n13,g99,g45
n40,g59,g96
n19,g83,g53
n46,g34,g69
n7,g77,g45
n15,g78,g98
n48,g10,g67
n41,g64,g19
n76,g4,g38
n64,g64,g53
n56,g57,g13
n2,g34,g58
n1,g75,g45
