n70,g79,g82
n65,g50,g38
n6,g32,g2
n35,g13,g98
n4,g93,g31
n32,g33,g42
n72,g27,g35
n26,g56,g75
n21,g89,g79
n60,g11,g50
n20,g54,g65
n73,g4,g84
n51,g46,g89
n69,g22,g58
n71,g61,g28
n28,g50,g79
n14,g30,g48
n45,g5,g94
n39,g68,g25
n5,g62,g28
n23,g13,g30
n24,g75,g69
n54,g54,g50
n16,g81,g69
n17,g77,g13
n18,g96,g62
n63,g97,g90
n9,g6,g8
n25,g16,g24
n30,g9,g55
n31,g64,g51
n10,g96,g52
n43,g19,g98
n68,g67,g0
n34,g47,g43
n8,g36,g15
n53,g73,g49
n55,g71,g70
n38,g30,g67
n33,g60,g92
n62,g33,g63
n11,g6,g18
n27,g30,g47
n50,g22,g94
n44,g66,g27
n12,g11,g68
n67,g26,g12
n0,g58,g11
n22,g88,g90
n58,g95,g35
n36,g92,g40
n42,g91,g96
n61,g14,g84
n3,g48,g81
n29,g14,g4
n47,g90,g45
n49,g2,g30
n52,g0,g65
n59,g72,g85
n57,g25,g71
n66,g40,g27
n37,g92,g2
n13,g40,g19
n40,g72,g28
n19,g11,g13
n46,g2,g79
n7,g65,g89
n15,g22,g51
n48,g88,g83
n41,g98,g66
n64,g95,g12
n56,g76,g83
n2,g14,g78
n1,g32,g34
