n70,g52,g40
n65,g64,g71
n6,g80,g25
n35,g82,g44
n4,g91,g30
n32,g60,g7
n72,g33,g99
n74,g88,g53
n26,g12,g85
n21,g12,g7
n60,g35,g94
n20,g9,g83
n73,g66,g97
n51,g77,g96
n69,g21,g51
n71,g55,g93
n28,g88,g44
n14,g35,g90
n45,g57,g31
n39,g82,g19
n5,g12,g91
n23,g67,g51
n24,g64,g73
n54,g78,g25
n16,g7,g73
n17,g17,g30
n18,g79,g75
n63,g41,g93
n9,g4,g34
n25,g16,g83
n30,g61,g58
n31,g80,g4
n10,g14,g2
n43,g70,g42
n68,g62,g16
n34,g39,g27
n8,g5,g13
n53,g34,g95
n55,g55,g63
n38,g65,g66
n33,g5,g49
n62,g63,g5
n11,g59,g72
n27,g16,g21
n50,g33,g76
n44,g24,g14
n12,g88,g36
n67,g28,g47
n0,g44,g98
n22,g18,g17
n58,g3,g51
n36,g70,g44
n42,g61,g20
n61,g72,g49
n3,g98,g39
n29,g76,g14
n47,g30,g99
n49,g84,g98
n52,g71,g70
n59,g13,g78
n57,g34,g48
n66,g1,g90
n37,g60,g82
n13,g1,g65
n40,g9,g51
n19,g55,g45
n46,g28,g27
n7,g72,g77
n15,g94,g24
n48,g56,g68
n41,g64,g97
n64,g31,g37
n56,g74,g56
n2,g49,g44
n1,g92,g28
