n70,g18,g5
n65,g24,g49
n6,g99,g64
n35,g70,g66
n4,g1,g55
n32,g78,g87
n72,g59,g82
n74,g37,g0
n26,g47,g23
n21,g27,g1
n60,g86,g97
n20,g41,g16
n73,g13,g57
n51,g7,g11
n69,g55,g76
n71,g27,g90
n28,g4,g7
n14,g34,g75
n45,g24,g74
n39,g86,g78
n5,g37,g57
n23,g91,g89
n24,g30,g29
n54,g15,g70
n16,g50,g83
n17,g93,g4
n18,g73,g57
n63,g86,g79
n9,g64,g7
n25,g61,g93
n30,g6,g74
n31,g59,g64
n10,g3,g80
n43,g34,g72
n68,g52,g35
n34,g44,g84
n8,g49,g65
n53,g72,g58
n55,g38,g10
n38,g82,g43
n33,g61,g32
n62,g34,g8
n11,g14,g92
n27,g3,g86
n50,g31,g79
n44,g20,g2
n12,g61,g85
n67,g99,g96
n0,g22,g55
n22,g8,g59
n58,g24,g78
n36,g67,g54
n42,g15,g98
n61,g67,g71
n3,g56,g43
n29,g60,g61
n47,g57,g24
n49,g67,g81
n52,g58,g93
n59,g90,g89
n57,g8,g7
n66,g53,g3
n37,g44,g2
n13,g27,g70
n40,g41,g46
n19,g79,g6
n46,g21,g84
n7,g3,g44
n15,g34,g99
n48,g88,g2
n41,g4,g10
n64,g37,g30
n56,g77,g25
n2,g3,g4
n1,g11,g21
