n70,g96,g92
n65,g42,g5
n6,g89,g54
n35,g84,g13
n4,g68,g5
n32,g42,g34
n72,g32,g13
n74,g47,g57
n26,g8,g89
n21,g59,g36
n60,g92,g90
n20,g8,g51
n73,g87,g42
n51,g99,g51
n69,g2,g56
n71,g98,g86
n28,g11,g36
n77,g63,g4
n14,g7,g39
n45,g36,g54
n39,g48,g6
n5,g77,g9
n23,g17,g95
n24,g40,g19
n54,g6,g8
n16,g5,g87
n17,g47,g71
n18,g30,g86
n63,g70,g71
n9,g25,g88
n25,g65,g53
n30,g10,g82
n31,g70,g18
n10,g64,g50
n43,g43,g52
n68,g2,g73
n34,g98,g20
n8,g84,g12
n53,g75,g82
n55,g95,g71
n38,g18,g11
n33,g58,g0
n62,g80,g76
n11,g91,g16
n27,g50,g93
n50,g59,g86
n44,g80,g29
n12,g2,g9
n67,g38,g68
n75,g90,g53
n0,g0,g38
n22,g23,g39
n58,g78,g88
n36,g56,g61
n42,g38,g90
n61,g18,g94
n3,g24,g96
n29,g3,g13
n47,g36,g60
n49,g53,g37
n52,g95,g31
n59,g58,g14
n57,g74,g34
n66,g67,g55
n37,g46,g31
n13,g93,g68
n40,g71,g62
n19,g19,g9
n46,g11,g55
n7,g0,g45
n15,g57,g82
n48,g93,g67
n41,g40,g17
n76,g14,g36
n64,g51,g76
n56,g8,g47
n2,g60,g22
n1,g81,g16
