n70,g41,g47
n65,g47,g7
n6,g49,g81
n35,g39,g62
n4,g10,g96
n32,g13,g42
n72,g74,g19
n74,g96,g29
n26,g12,g9
n21,g69,g94
n60,g15,g54
n20,g13,g41
n73,g90,g60
n51,g44,g83
n69,g92,g20
n71,g44,g51
n28,g33,g5
n77,g92,g16
n14,g59,g81
n45,g71,g74
n39,g83,g8
n5,g2,g88
n23,g54,g81
n24,g66,g10
n54,g56,g71
n16,g11,g4
n17,g35,g7
n18,g71,g21
n63,g67,g54
n9,g6,g27
n25,g59,g67
n30,g49,g7
n31,g61,g54
n10,g4,g39
n43,g17,g95
n68,g55,g80
n34,g44,g99
n8,g83,g76
n53,g47,g62
n55,g86,g59
n38,g65,g29
n33,g98,g58
n62,g7,g42
n11,g11,g20
n27,g19,g64
n50,g31,g2
n44,g86,g96
n12,g99,g95
n67,g22,g75
n75,g39,g65
n0,g43,g64
n22,g31,g90
n58,g39,g21
n36,g7,g39
n42,g72,g74
n61,g81,g13
n3,g15,g26
n29,g83,g48
n47,g16,g93
n49,g66,g12
n52,g37,g26
n59,g55,g40
n57,g63,g9
n66,g60,g49
n37,g44,g58
n13,g9,g95
n40,g15,g0
n19,g13,g36
n46,g46,g98
n7,g2,g11
n15,g51,g97
n48,g74,g55
n41,g45,g71
n76,g14,g91
n64,g5,g68
n56,g28,g3
n2,g91,g0
n1,g58,g42
