n0,g46,g96
n1,g39,g8
n2,g80,g43
n3,g85,g95
n4,g26,g62
n5,g51,g88
n6,g28,g54
n7,g52,g5
n8,g42,g11
n9,g86,g55
n10,g90,g33
n11,g48,g77
n12,g60,g36
n13,g27,g2
n14,g48,g57
n15,g56,g47
n16,g44,g66
n17,g31,g17
n18,g36,g32
n19,g8,g0
n20,g9,g75
n21,g21,g13
n22,g34,g82
n23,g11,g43
n24,g27,g26
n25,g56,g51
n26,g0,g53
n27,g54,g43
n28,g98,g67
n29,g38,g30
n30,g91,g27
n31,g71,g86
n32,g41,g38
n33,g28,g71
n34,g58,g4
n35,g14,g57
n36,g9,g25
n37,g80,g92
n38,g52,g78
n39,g79,g58
n40,g82,g58
n41,g49,g3
n42,g39,g57
n43,g36,g54
n44,g11,g49
n45,g63,g2
n46,g76,g48
n47,g1,g76
n48,g30,g69
n49,g5,g41
n50,g15,g65
n51,g89,g42
n52,g41,g22
n53,g15,g62
n54,g16,g31
n55,g21,g67
n56,g53,g84
n57,g52,g34
n58,g97,g63
n59,g32,g52
