n0,g83,g12
n1,g51,g30
n2,g0,g32
n3,g68,g80
n4,g62,g1
n5,g65,g80
n6,g94,g18
n7,g59,g22
n8,g75,g73
n9,g43,g68
n10,g98,g80
n11,g71,g80
n12,g50,g7
n13,g51,g80
n14,g99,g78
n15,g62,g31
n16,g88,g99
n17,g67,g86
n18,g29,g94
n19,g64,g53
n20,g90,g64
n21,g51,g55
n22,g20,g59
n23,g60,g19
n24,g52,g91
n25,g12,g70
n26,g41,g66
n27,g21,g44
n28,g54,g64
n29,g97,g73
n30,g30,g93
n31,g46,g39
n32,g87,g92
n33,g41,g24
n34,g23,g92
n35,g92,g35
n36,g59,g54
n37,g13,g79
n38,g39,g31
n39,g44,g0
n40,g37,g41
n41,g16,g27
n42,g40,g44
n43,g27,g71
n44,g66,g5
n45,g32,g86
n46,g77,g62
n47,g15,g6
n48,g67,g28
n49,g35,g45
n50,g53,g67
n51,g25,g45
n52,g43,g94
n53,g19,g3
n54,g58,g62
n55,g0,g96
n56,g73,g86
n57,g32,g49
n58,g92,g36
n59,g2,g56
