n70,g55,g74
n6,g78,g35
n4,g82,g22
n22,g8,g14
n21,g25,g4
n60,g14,g13
n79,g53,g15
n74,g19,g65
n69,g85,g69
n28,g93,g34
n14,g15,g31
n45,g54,g94
n5,g42,g98
n23,g50,g14
n24,g44,g76
n17,g46,g45
n54,g23,g88
n77,g33,g89
n63,g0,g70
n9,g48,g61
n25,g68,g11
n87,g80,g7
n10,g22,g48
n68,g19,g20
n34,g74,g38
n72,g85,g48
n73,g77,g90
n55,g47,g5
n44,g53,g62
n16,g6,g87
n80,g35,g31
n81,g12,g29
n75,g0,g40
n66,g64,g67
n47,g52,g5
n52,g47,g13
n59,g41,g92
n57,g4,g60
n71,g73,g8
n37,g38,g18
n31,g60,g53
n19,g44,g25
n46,g92,g7
n65,g64,g43
n85,g47,g34
n1,g71,g67
n84,g36,g59
n32,g58,g77
n26,g49,g59
n20,g69,g68
n53,g91,g8
n56,g92,g55
n76,g10,g73
n38,g39,g4
n13,g86,g28
n67,g98,g58
n41,g17,g8
n18,g95,g50
n11,g73,g66
n30,g32,g30
n35,g43,g51
n8,g48,g2
n83,g18,g95
n39,g93,g37
n33,g95,g36
n27,g87,g51
n50,g48,g0
n12,g30,g79
n82,g78,g45
n0,g18,g45
n43,g42,g99
n58,g18,g42
n36,g2,g71
n42,g2,g55
n61,g57,g75
n78,g97,g7
n3,g20,g89
n29,g34,g57
n49,g75,g14
n86,g64,g5
n62,g79,g23
n40,g47,g43
n51,g87,g78
n7,g31,g86
n15,g31,g5
n48,g85,g0
n64,g12,g79
n2,g31,g85
