n70,g0,g36
n6,g72,g28
n4,g53,g52
n22,g89,g65
n21,g88,g90
n60,g99,g81
n79,g4,g23
n74,g73,g1
n69,g93,g37
n28,g9,g77
n14,g77,g62
n45,g63,g35
n5,g65,g27
n23,g9,g66
n24,g62,g26
n17,g60,g45
n54,g55,g0
n77,g60,g57
n63,g5,g76
n9,g39,g87
n25,g40,g42
n87,g60,g65
n10,g83,g37
n68,g22,g60
n34,g14,g53
n72,g18,g76
n73,g48,g0
n55,g17,g5
n44,g4,g52
n16,g88,g28
n80,g63,g61
n81,g46,g58
n75,g17,g0
n66,g86,g84
n47,g73,g57
n52,g3,g35
n59,g44,g76
n57,g14,g44
n71,g80,g93
n37,g20,g66
n31,g26,g49
n19,g29,g30
n46,g59,g11
n65,g43,g37
n85,g72,g71
n1,g83,g16
n84,g91,g78
n32,g59,g92
n26,g93,g64
n20,g68,g49
n53,g11,g2
n56,g90,g18
n76,g81,g18
n38,g35,g65
n13,g72,g46
n67,g80,g21
n41,g10,g50
n18,g53,g74
n11,g14,g3
n30,g38,g27
n35,g55,g35
n8,g50,g73
n83,g50,g23
n39,g56,g66
n33,g66,g76
n27,g53,g61
n50,g8,g48
n12,g35,g87
n82,g77,g8
n0,g58,g72
n43,g98,g8
n58,g8,g68
n36,g60,g25
n42,g44,g78
n61,g56,g39
n78,g96,g98
n3,g76,g69
n29,g7,g8
n49,g61,g48
n86,g87,g63
n62,g31,g7
n40,g26,g18
n51,g25,g57
n7,g3,g82
n15,g57,g81
n48,g31,g12
n64,g97,g26
n2,g39,g77
