n70,g28,g74
n6,g30,g78
n4,g38,g51
n22,g85,g35
n21,g25,g46
n60,g18,g92
n79,g17,g15
n74,g23,g39
n69,g14,g39
n28,g83,g99
n14,g23,g50
n45,g26,g64
n5,g87,g89
n23,g38,g80
n24,g32,g30
n17,g15,g80
n54,g87,g81
n77,g62,g51
n63,g90,g4
n9,g82,g53
n25,g0,g82
n87,g7,g24
n10,g3,g66
n68,g59,g11
n34,g82,g60
n72,g78,g59
n73,g46,g31
n55,g72,g42
n44,g17,g84
n16,g1,g42
n80,g24,g98
n81,g89,g99
n75,g14,g5
n66,g14,g67
n47,g70,g5
n52,g75,g51
n59,g55,g56
n57,g21,g37
n71,g40,g86
n37,g81,g40
n31,g16,g94
n19,g86,g35
n46,g88,g70
n65,g7,g48
n85,g55,g33
n1,g84,g71
n84,g46,g83
n32,g81,g91
n26,g3,g80
n20,g66,g19
n53,g90,g44
n56,g52,g16
n76,g59,g98
n38,g76,g0
n13,g72,g25
n67,g96,g94
n41,g10,g29
n18,g64,g8
n11,g16,g72
n30,g77,g7
n35,g42,g85
n8,g69,g56
n83,g17,g33
n39,g98,g58
n33,g32,g55
n27,g49,g43
n50,g89,g77
n12,g52,g69
n82,g70,g93
n0,g49,g78
n43,g74,g5
n58,g13,g65
n36,g84,g5
n42,g79,g72
n61,g76,g69
n78,g51,g98
n3,g33,g4
n29,g99,g91
n49,g78,g17
n86,g79,g30
n62,g91,g1
n40,g48,g45
n51,g26,g97
n7,g57,g92
n15,g10,g27
n48,g94,g61
n64,g61,g44
n2,g13,g26
